submit_id,hold_d
IDX00001,209.71271588927266
IDX00002,510.2083223135231
IDX00003,209.71271588927266
IDX00004,318.66216640202543
IDX00005,12.904880331535736
IDX00006,146.5196425321712
IDX00007,146.5453342545574
IDX00008,510.2083223135231
IDX00009,107.77860756274599
IDX00010,510.2083223135231
IDX00011,173.06889360072904
IDX00012,510.2083223135231
IDX00013,510.2083223135231
IDX00014,9.000000000001176
IDX00015,15.93932102412468
IDX00016,5.000000000002101
IDX00017,146.5453342545574
IDX00018,107.7474193782444
IDX00019,388.02343789039446
IDX00020,12.904880331535736
IDX00021,9.000000000001176
IDX00022,510.2083223135231
IDX00023,510.2083223135231
IDX00024,21.830805729970525
IDX00025,3.4075656361603706
IDX00026,102.2330883879334
IDX00027,102.2330883879334
IDX00028,318.66216640202543
IDX00029,510.2083223135231
IDX00030,388.02343789039446
IDX00031,107.43849061113663
IDX00032,107.43849061113663
IDX00033,510.2083223135231
IDX00034,209.71271588927266
IDX00035,18.467088240259564
IDX00036,107.7474193782444
IDX00037,209.71271588927266
IDX00038,510.2083223135231
IDX00039,209.71271588927266
IDX00040,510.2083223135231
IDX00041,510.2083223135231
IDX00042,510.2083223135231
IDX00043,510.2083223135231
IDX00044,510.2083223135231
IDX00045,510.2083223135231
IDX00046,510.2083223135231
IDX00047,510.2083223135231
IDX00048,510.2083223135231
IDX00049,510.2083223135231
IDX00050,510.2083223135231
IDX00051,510.2083223135231
IDX00052,510.2083223135231
IDX00053,209.71271588927266
IDX00054,510.2083223135231
IDX00055,510.2083223135231
IDX00056,209.71271588927266
IDX00057,209.71271588927266
IDX00058,510.2083223135231
IDX00059,510.2083223135231
IDX00060,510.2083223135231
IDX00061,107.7474193782444
IDX00062,510.2083223135231
IDX00063,510.2083223135231
IDX00064,510.2083223135231
IDX00065,510.2083223135231
IDX00066,510.2083223135231
IDX00067,510.2083223135231
IDX00068,107.7474193782444
IDX00069,173.06889360072904
IDX00070,510.2083223135231
IDX00071,510.2083223135231
IDX00072,510.2083223135231
IDX00073,510.2083223135231
IDX00074,510.2083223135231
IDX00075,18.467088240259564
IDX00076,209.71271588927266
IDX00077,39.168706354090304
IDX00078,35.297684265736606
IDX00079,209.71271588927266
IDX00080,15.93932102412468
IDX00081,1.9999999999994844
IDX00082,510.2083223135231
IDX00083,510.2083223135231
IDX00084,510.2083223135231
IDX00085,10.457235053394179
IDX00086,255.77912922859372
IDX00087,209.71271588927266
IDX00088,31.933059545412146
IDX00089,15.93932102412468
IDX00090,7.999999999997607
IDX00091,1.9999999999994844
IDX00092,318.66216640202543
IDX00093,35.297684265736606
IDX00094,18.467088240259564
IDX00095,1.9999999999994844
IDX00096,12.904880331535736
IDX00097,12.904880331535736
IDX00098,3.4049741439699885
IDX00099,31.933059545412146
IDX00100,146.5453342545574
IDX00101,7.999999999997607
IDX00102,12.904880331535736
IDX00103,55.66079011376379
IDX00104,510.2083223135231
IDX00105,29.028273722588615
IDX00106,146.5196425321712
IDX00107,1.9999999999994844
IDX00108,3.4007550157433344
IDX00109,146.5453342545574
IDX00110,80.90737705912211
IDX00111,430.47796591275835
IDX00112,146.5453342545574
IDX00113,107.7474193782444
IDX00114,7.999999999997607
IDX00115,318.66216640202543
IDX00116,21.82771012257994
IDX00117,18.467088240259564
IDX00118,3.3979592535473
IDX00119,6.435465285018635
IDX00120,146.5453342545574
IDX00121,1.9999999999994844
IDX00122,107.7474193782444
IDX00123,318.66216640202543
IDX00124,71.17172684804295
IDX00125,510.2083223135231
IDX00126,510.2083223135231
IDX00127,318.66216640202543
IDX00128,430.47796591275835
IDX00129,510.2083223135231
IDX00130,1.9999999999994844
IDX00131,510.2083223135231
IDX00132,39.168706354090304
IDX00133,209.71271588927266
IDX00134,510.2083223135231
IDX00135,146.5453342545574
IDX00136,10.457235053394179
IDX00137,146.5453342545574
IDX00138,510.2083223135231
IDX00139,510.2083223135231
IDX00140,209.71271588927266
IDX00141,146.5453342545574
IDX00142,15.93932102412468
IDX00143,146.5453342545574
IDX00144,10.457235053394179
IDX00145,209.71271588927266
IDX00146,38.250439997923266
IDX00147,114.16916191121395
IDX00148,55.66079011376379
IDX00149,107.88972445697577
IDX00150,49.248926955935715
IDX00151,12.904880331535736
IDX00152,510.2083223135231
IDX00153,510.2083223135231
IDX00154,510.2083223135231
IDX00155,510.2083223135231
IDX00156,510.2083223135231
IDX00157,510.2083223135231
IDX00158,510.2083223135231
IDX00159,146.5196425321712
IDX00160,7.999999999997607
IDX00161,49.2121197983374
IDX00162,209.71271588927266
IDX00163,1.9999999999994844
IDX00164,5.000000000002101
IDX00165,510.2083223135231
IDX00166,12.904880331535736
IDX00167,21.830805729970525
IDX00168,18.467088240259564
IDX00169,5.000000000002101
IDX00170,1.9999999999994844
IDX00171,6.435465285018635
IDX00172,6.435465285018635
IDX00173,6.435465285018635
IDX00174,318.66216640202543
IDX00175,510.2083223135231
IDX00176,510.2083223135231
IDX00177,3.3993939412980665
IDX00178,15.93932102412468
IDX00179,43.89021191678414
IDX00180,9.000000000001176
IDX00181,9.000000000001176
IDX00182,26.639570876771494
IDX00183,9.000000000001176
IDX00184,175.54441977366372
IDX00185,510.2083223135231
IDX00186,510.2083223135231
IDX00187,10.457235053394179
IDX00188,18.467088240259564
IDX00189,29.028273722588615
IDX00190,38.250439997923266
IDX00191,10.457235053394179
IDX00192,12.904880331535736
IDX00193,26.639570876771494
IDX00194,21.82771012257994
IDX00195,47.69389405380775
IDX00196,26.639570876771494
IDX00197,80.97694573635042
IDX00198,318.66216640202543
IDX00199,510.2083223135231
IDX00200,80.91177330479327
IDX00201,107.7474193782444
IDX00202,12.904880331535736
IDX00203,15.93932102412468
IDX00204,49.2121197983374
IDX00205,114.16916191121395
IDX00206,146.5453342545574
IDX00207,117.34610585308045
IDX00208,510.2083223135231
IDX00209,80.91177330479327
IDX00210,62.94407333038536
IDX00211,117.34610585308045
IDX00212,153.85209481392567
IDX00213,47.69389405380775
IDX00214,62.89367792589691
IDX00215,107.7474193782444
IDX00216,107.7474193782444
IDX00217,80.90737705912211
IDX00218,114.16916191121395
IDX00219,80.90737705912211
IDX00220,7.999999999997607
IDX00221,510.2083223135231
IDX00222,80.90737705912211
IDX00223,1.9999999999994844
IDX00224,26.639570876771494
IDX00225,49.2121197983374
IDX00226,5.000000000002101
IDX00227,5.000000000002101
IDX00228,510.2083223135231
IDX00229,146.5453342545574
IDX00230,318.66216640202543
IDX00231,39.168706354090304
IDX00232,510.2083223135231
IDX00233,255.77912922859372
IDX00234,80.90737705912211
IDX00235,107.7474193782444
IDX00236,510.2083223135231
IDX00237,31.933059545412146
IDX00238,126.48508966394778
IDX00239,107.7474193782444
IDX00240,107.7474193782444
IDX00241,510.2083223135231
IDX00242,510.2083223135231
IDX00243,209.71271588927266
IDX00244,80.90737705912211
IDX00245,194.74666058286712
IDX00246,85.18799909617962
IDX00247,146.5453342545574
IDX00248,80.90737705912211
IDX00249,62.89367792589691
IDX00250,49.2121197983374
IDX00251,176.22679475656466
IDX00252,49.2121197983374
IDX00253,26.639570876771494
IDX00254,10.457235053394179
IDX00255,5.000000000002101
IDX00256,145.57762311361438
IDX00257,18.467088240259564
IDX00258,12.904880331535736
IDX00259,510.2083223135231
IDX00260,510.2083223135231
IDX00261,209.71271588927266
IDX00262,9.000000000001176
IDX00263,510.2083223135231
IDX00264,176.22679475656466
IDX00265,12.904880331535736
IDX00266,510.2083223135231
IDX00267,80.90737705912211
IDX00268,18.467088240259564
IDX00269,107.7474193782444
IDX00270,107.7474193782444
IDX00271,510.2083223135231
IDX00272,510.2083223135231
IDX00273,510.2083223135231
IDX00274,510.2083223135231
IDX00275,510.2083223135231
IDX00276,510.2083223135231
IDX00277,510.2083223135231
IDX00278,510.2083223135231
IDX00279,510.2083223135231
IDX00280,510.2083223135231
IDX00281,510.2083223135231
IDX00282,510.2083223135231
IDX00283,15.93932102412468
IDX00284,21.830805729970525
IDX00285,3.4036837712842862
IDX00286,12.904880331535736
IDX00287,21.82771012257994
IDX00288,318.66216640202543
IDX00289,9.000000000001176
IDX00290,49.21102297717172
IDX00291,10.457235053394179
IDX00292,35.297684265736606
IDX00293,29.028273722588615
IDX00294,1.9999999999994844
IDX00295,15.93932102412468
IDX00296,26.639570876771494
IDX00297,21.82771012257994
IDX00298,6.435465285018635
IDX00299,510.2083223135231
IDX00300,49.21102297717172
IDX00301,6.435465285018635
IDX00302,7.999999999997607
IDX00303,1.9999999999994844
IDX00304,49.248926955935715
IDX00305,31.933059545412146
IDX00306,93.33032192135641
IDX00307,47.69389405380775
IDX00308,39.168706354090304
IDX00309,49.248926955935715
IDX00310,31.933059545412146
IDX00311,1.9999999999994844
IDX00312,107.7474193782444
IDX00313,49.2121197983374
IDX00314,209.71271588927266
IDX00315,39.168706354090304
IDX00316,374.51351399007757
IDX00317,194.74666058286712
IDX00318,194.74666058286712
IDX00319,209.71271588927266
IDX00320,318.66216640202543
IDX00321,29.028273722588615
IDX00322,209.71271588927266
IDX00323,176.81973706078966
IDX00324,9.000000000001176
IDX00325,7.999999999997607
IDX00326,21.830805729970525
IDX00327,62.89367792589691
IDX00328,318.66216640202543
IDX00329,176.81973706078966
IDX00330,47.69389405380775
IDX00331,146.5453342545574
IDX00332,318.5392506129002
IDX00333,7.999999999997607
IDX00334,146.5453342545574
IDX00335,49.2121197983374
IDX00336,39.168706354090304
IDX00337,107.7474193782444
IDX00338,146.5453342545574
IDX00339,209.71271588927266
IDX00340,146.5453342545574
IDX00341,147.32067511819326
IDX00342,146.5453342545574
IDX00343,209.71271588927266
IDX00344,107.7474193782444
IDX00345,49.21102297717172
IDX00346,49.21102297717172
IDX00347,26.639570876771494
IDX00348,209.71271588927266
IDX00349,146.5453342545574
IDX00350,318.66216640202543
IDX00351,39.168706354090304
IDX00352,31.933059545412146
IDX00353,146.5453342545574
IDX00354,31.933059545412146
IDX00355,80.28893090840339
IDX00356,146.5453342545574
IDX00357,31.933059545412146
IDX00358,21.830805729970525
IDX00359,31.933059545412146
IDX00360,49.21102297717172
IDX00361,209.71271588927266
IDX00362,209.71271588927266
IDX00363,49.21102297717172
IDX00364,209.71271588927266
IDX00365,146.5453342545574
IDX00366,146.60800868131943
IDX00367,209.71271588927266
IDX00368,145.57762311361438
IDX00369,146.5453342545574
IDX00370,176.81973706078966
IDX00371,117.34610585308045
IDX00372,39.18426543425534
IDX00373,117.34610585308045
IDX00374,318.66216640202543
IDX00375,93.33032192135641
IDX00376,488.91318855239297
IDX00377,117.34610585308045
IDX00378,209.71271588927266
IDX00379,146.5453342545574
IDX00380,176.81973706078966
IDX00381,107.7474193782444
IDX00382,146.5453342545574
IDX00383,146.5453342545574
IDX00384,93.33032192135641
IDX00385,209.71271588927266
IDX00386,15.93932102412468
IDX00387,209.71271588927266
IDX00388,71.17270556640253
IDX00389,39.168706354090304
IDX00390,145.57762311361438
IDX00391,146.5453342545574
IDX00392,176.81973706078966
IDX00393,125.95318243800868
IDX00394,117.34610585308045
IDX00395,31.933059545412146
IDX00396,209.71271588927266
IDX00397,209.71271588927266
IDX00398,39.168706354090304
IDX00399,39.168706354090304
IDX00400,107.7474193782444
IDX00401,318.66216640202543
IDX00402,209.71271588927266
IDX00403,107.7474193782444
IDX00404,39.168706354090304
IDX00405,318.66216640202543
IDX00406,18.467088240259564
IDX00407,49.21102297717172
IDX00408,9.000000000001176
IDX00409,318.66216640202543
IDX00410,107.7474193782444
IDX00411,107.7474193782444
IDX00412,510.2083223135231
IDX00413,207.55553288982287
IDX00414,510.2083223135231
IDX00415,510.2083223135231
IDX00416,209.71271588927266
IDX00417,107.7474193782444
IDX00418,510.2083223135231
IDX00419,18.467088240259564
IDX00420,510.2083223135231
IDX00421,12.904880331535736
IDX00422,510.2083223135231
IDX00423,107.7474193782444
IDX00424,107.7474193782444
IDX00425,226.76365449381774
IDX00426,510.2083223135231
IDX00427,15.93932102412468
IDX00428,510.2083223135231
IDX00429,107.7474193782444
IDX00430,107.7474193782444
IDX00431,35.297684265736606
IDX00432,209.71271588927266
IDX00433,107.43849061113663
IDX00434,3.3955140159333395
IDX00435,18.467088240259564
IDX00436,107.7474193782444
IDX00437,107.7474193782444
IDX00438,510.2083223135231
IDX00439,105.45492845609067
IDX00440,146.5453342545574
IDX00441,510.2083223135231
IDX00442,146.5453342545574
IDX00443,318.66216640202543
IDX00444,146.5453342545574
IDX00445,146.5453342545574
IDX00446,510.2083223135231
IDX00447,510.2083223135231
IDX00448,510.2083223135231
IDX00449,510.2083223135231
IDX00450,510.2083223135231
IDX00451,109.97054532812152
IDX00452,510.2083223135231
IDX00453,510.2083223135231
IDX00454,6.435465285018635
IDX00455,209.71271588927266
IDX00456,62.89367792589691
IDX00457,10.457235053394179
IDX00458,49.21102297717172
IDX00459,107.7474193782444
IDX00460,93.55314178049983
IDX00461,12.904880331535736
IDX00462,510.2083223135231
IDX00463,474.35479047921774
IDX00464,9.000000000001176
IDX00465,1.9999999999994844
IDX00466,7.999999999997607
IDX00467,209.71271588927266
IDX00468,146.56532402282798
