submit_id,hold_d
IDX00001,5.3828588
IDX00002,6.178992
IDX00003,5.294059
IDX00004,5.8344626
IDX00005,2.6729798
IDX00006,4.877936
IDX00007,5.0088334
IDX00008,6.8205633
IDX00009,4.7478347
IDX00010,6.567524
IDX00011,5.1435313
IDX00012,6.875286
IDX00013,6.4927206
IDX00014,2.2993937
IDX00015,2.8528533
IDX00016,1.7921858
IDX00017,5.0581374
IDX00018,4.593286
IDX00019,6.0520678
IDX00020,2.5603158
IDX00021,2.2990677
IDX00022,6.927171
IDX00023,6.4280543
IDX00024,3.1961844
IDX00025,1.4713824
IDX00026,4.5294304
IDX00027,4.5351458
IDX00028,5.832334
IDX00029,6.4425015
IDX00030,5.9280157
IDX00031,4.6329584
IDX00032,4.6130157
IDX00033,6.876773
IDX00034,5.2336974
IDX00035,2.9453325
IDX00036,4.7053003
IDX00037,5.2456045
IDX00038,6.732381
IDX00039,5.2494206
IDX00040,6.875326
IDX00041,6.842551
IDX00042,6.4127965
IDX00043,6.8550406
IDX00044,6.8681135
IDX00045,6.8611336
IDX00046,6.7147512
IDX00047,6.820831
IDX00048,6.872455
IDX00049,6.8527246
IDX00050,6.8639584
IDX00051,6.8197536
IDX00052,6.832647
IDX00053,5.3027296
IDX00054,6.800542
IDX00055,6.812143
IDX00056,5.2565928
IDX00057,5.263408
IDX00058,6.7014227
IDX00059,6.7577424
IDX00060,6.827594
IDX00061,4.715178
IDX00062,6.813728
IDX00063,6.8071566
IDX00064,6.8646884
IDX00065,6.69471
IDX00066,6.813427
IDX00067,6.7809076
IDX00068,4.627869
IDX00069,5.1351385
IDX00070,6.8067513
IDX00071,6.844878
IDX00072,6.8641233
IDX00073,6.797345
IDX00074,6.8690047
IDX00075,2.9356058
IDX00076,5.3728147
IDX00077,3.658487
IDX00078,3.6030455
IDX00079,5.3178554
IDX00080,2.8609781
IDX00081,1.0990553
IDX00082,6.8530006
IDX00083,6.864989
IDX00084,6.8776636
IDX00085,2.438674
IDX00086,5.5220757
IDX00087,5.2929816
IDX00088,3.534453
IDX00089,2.7665143
IDX00090,2.1979032
IDX00091,1.0988703
IDX00092,5.712807
IDX00093,3.594677
IDX00094,2.9459424
IDX00095,1.0985479
IDX00096,2.672401
IDX00097,2.5647743
IDX00098,1.4872675
IDX00099,3.4952912
IDX00100,5.0172524
IDX00101,2.195775
IDX00102,2.5648077
IDX00103,4.0186987
IDX00104,6.4968867
IDX00105,3.3961806
IDX00106,4.8874764
IDX00107,1.0986041
IDX00108,1.4904929
IDX00109,4.8873606
IDX00110,4.4062257
IDX00111,6.0290112
IDX00112,5.0152087
IDX00113,4.619895
IDX00114,2.1976554
IDX00115,5.861836
IDX00116,3.1295633
IDX00117,2.9443486
IDX00118,1.4749278
IDX00119,2.0040977
IDX00120,4.8830657
IDX00121,1.098245
IDX00122,4.617291
IDX00123,5.842993
IDX00124,4.2659326
IDX00125,6.424824
IDX00126,6.906516
IDX00127,5.8381085
IDX00128,6.0053034
IDX00129,6.761156
IDX00130,1.0980814
IDX00131,6.946777
IDX00132,3.7240698
IDX00133,5.43918
IDX00134,6.807505
IDX00135,4.8902764
IDX00136,2.4372568
IDX00137,5.016825
IDX00138,6.8378553
IDX00139,6.83448
IDX00140,5.43413
IDX00141,5.030336
IDX00142,2.7718818
IDX00143,4.921588
IDX00144,2.4429862
IDX00145,5.2761807
IDX00146,3.6241965
IDX00147,4.784466
IDX00148,4.0126657
IDX00149,4.768503
IDX00150,4.005579
IDX00151,2.5707712
IDX00152,6.8662953
IDX00153,6.864488
IDX00154,6.855202
IDX00155,6.880724
IDX00156,6.862353
IDX00157,6.318467
IDX00158,6.8686967
IDX00159,4.8905735
IDX00160,2.195997
IDX00161,4.0185304
IDX00162,5.3253994
IDX00163,1.0983462
IDX00164,1.7898852
IDX00165,6.8764815
IDX00166,2.5630205
IDX00167,3.1934712
IDX00168,2.9407172
IDX00169,1.7918042
IDX00170,1.0983495
IDX00171,2.0032182
IDX00172,2.004821
IDX00173,2.0090046
IDX00174,5.6870894
IDX00175,6.807046
IDX00176,6.755248
IDX00177,1.4791331
IDX00178,2.7749846
IDX00179,3.8003063
IDX00180,2.310728
IDX00181,2.3066418
IDX00182,3.249128
IDX00183,2.3024797
IDX00184,5.1104684
IDX00185,6.8696017
IDX00186,6.430154
IDX00187,2.4361708
IDX00188,2.947933
IDX00189,3.3894248
IDX00190,3.6276798
IDX00191,2.4402726
IDX00192,2.674817
IDX00193,3.2485154
IDX00194,3.16615
IDX00195,3.8233607
IDX00196,3.3165488
IDX00197,4.5203533
IDX00198,5.7481675
IDX00199,6.4535418
IDX00200,4.491808
IDX00201,4.741632
IDX00202,2.564792
IDX00203,2.7734585
IDX00204,3.996986
IDX00205,4.7732773
IDX00206,4.997108
IDX00207,4.7868047
IDX00208,6.829343
IDX00209,4.483786
IDX00210,4.2323766
IDX00211,4.785174
IDX00212,5.1228256
IDX00213,3.8128088
IDX00214,4.0949707
IDX00215,4.7396235
IDX00216,4.7179995
IDX00217,4.3785114
IDX00218,4.789272
IDX00219,4.4915104
IDX00220,2.197344
IDX00221,6.7188873
IDX00222,4.3856993
IDX00223,1.0991014
IDX00224,3.3677683
IDX00225,3.9991052
IDX00226,1.7904108
IDX00227,1.793166
IDX00228,6.7124405
IDX00229,5.053816
IDX00230,5.8652234
IDX00231,3.7313433
IDX00232,6.7895274
IDX00233,5.5090837
IDX00234,4.410101
IDX00235,4.7580757
IDX00236,6.409701
IDX00237,3.454665
IDX00238,4.8746476
IDX00239,4.7587457
IDX00240,4.7118635
IDX00241,6.449639
IDX00242,6.444289
IDX00243,5.3090057
IDX00244,4.491198
IDX00245,5.219253
IDX00246,4.5175824
IDX00247,5.002075
IDX00248,4.4069586
IDX00249,4.1976676
IDX00250,3.9990814
IDX00251,5.254954
IDX00252,3.9970005
IDX00253,3.371565
IDX00254,2.4413264
IDX00255,1.7899567
IDX00256,4.887132
IDX00257,2.9448602
IDX00258,2.6712837
IDX00259,6.7901106
IDX00260,6.3262744
IDX00261,5.3275847
IDX00262,2.302172
IDX00263,6.866024
IDX00264,5.2228813
IDX00265,2.5640106
IDX00266,6.855945
IDX00267,4.3687882
IDX00268,2.9432425
IDX00269,4.6132402
IDX00270,4.727726
IDX00271,6.7995276
IDX00272,6.8448615
IDX00273,6.8663516
IDX00274,6.8413243
IDX00275,6.7985578
IDX00276,6.8426986
IDX00277,6.869771
IDX00278,6.6349277
