submit_id,hold_d
IDX00001,203.55493
IDX00002,380.442
IDX00003,195.27649
IDX00004,308.8677
IDX00005,13.086504
IDX00006,146.1734
IDX00007,157.10277
IDX00008,398.17328
IDX00009,102.51314
IDX00010,398.51987
IDX00011,174.01091
IDX00012,424.57373
IDX00013,424.57373
IDX00014,8.111584
IDX00015,16.043797
IDX00016,5.372519
IDX00017,166.7951
IDX00018,98.07949
IDX00019,313.59708
IDX00020,12.840397
IDX00021,8.112362
IDX00022,398.31036
IDX00023,399.52985
IDX00024,23.57757
IDX00025,3.564537
IDX00026,96.57215
IDX00027,95.56507
IDX00028,308.95728
IDX00029,398.10895
IDX00030,319.25708
IDX00031,98.30444
IDX00032,98.30444
IDX00033,408.15805
IDX00034,195.48428
IDX00035,17.5428
IDX00036,103.763336
IDX00037,195.48428
IDX00038,404.98285
IDX00039,195.48428
IDX00040,415.84735
IDX00041,418.10748
IDX00042,416.54242
IDX00043,416.58862
IDX00044,425.11526
IDX00045,415.84735
IDX00046,415.84735
IDX00047,415.84735
IDX00048,415.84735
IDX00049,416.79935
IDX00050,415.84735
IDX00051,428.41803
IDX00052,415.84735
IDX00053,196.41788
IDX00054,401.95795
IDX00055,401.63202
IDX00056,197.68788
IDX00057,194.41156
IDX00058,401.95795
IDX00059,408.7297
IDX00060,401.63202
IDX00061,98.77538
IDX00062,401.95795
IDX00063,401.95795
IDX00064,401.63202
IDX00065,401.63202
IDX00066,401.95795
IDX00067,401.95795
IDX00068,99.55755
IDX00069,173.17017
IDX00070,401.63202
IDX00071,401.63202
IDX00072,401.63202
IDX00073,401.63202
IDX00074,408.1918
IDX00075,17.189756
IDX00076,200.92159
IDX00077,34.634438
IDX00078,32.041767
IDX00079,195.3438
IDX00080,16.050858
IDX00081,1.9419959
IDX00082,424.1255
IDX00083,425.85898
IDX00084,424.1255
IDX00085,11.663909
IDX00086,216.67523
IDX00087,195.3438
IDX00088,31.79647
IDX00089,15.812658
IDX00090,7.6099157
IDX00091,1.9419959
IDX00092,297.99277
IDX00093,32.052555
IDX00094,17.22826
IDX00095,1.9419959
