id,summary
250366726,"가학리 주민들 호소문 통해 입장 전달 “텅텅 빈 산업단지 두고 왜 민가 근처에…”당진축협 사료공장 이전 부지로 지목된 송악읍 가학리 주민들이 사료공장 이전을 반대하고 있는 가운데, 사료공장 부지 선정 기준과 과정을 공개해 달라고 요구하고 있다.이들은 또한 “축협 사료공장이 최첨단 친환경 시설로 건립돼 소음·분진 등의 환경피해가 없을 것이라는 G업체 측의 주장에 대해 결코 동의할 수 없다”면서 “아무리 기술이 발전했다고 해도 환경피해가 전혀 없을 것이라는 주장은 현대제철의 예만 보더라도 지극히 안일한 생각”이라고 목소리를 높였다.주민들은 “앞으로도 주민들의 요구가 관철될 때까지 끝까지 싸울 것”이라며 “사료공장 이전이 강행되더라도 합당한 법적 절차를 비롯해 모든 조치를 취해 나갈 것”이라고 덧붙였다."
251994086,10대 때부터 써온 한시 “옛 것 사라지는 것 아쉬워”남송 채규선 작가가 2016 소외예술 활성화 지원사업 ‘시나브로’에 선정됐다.·남송서도회·남송한시연구회지도작가
252639804,당진서 군복무하며 인연 맺어 “당진시대는 훌륭한 지역의 소식통”아산시가 고향인 정상열 주무관은 지난 2002년부터 2년 동안 당진에서 군생활을 하며 당진과 인연을 맺었다.소식을 통해 시민을 하나로 묶어주고 어울리게 만드니까요.언제나 당진의 메신저로서 당진시민들의 목소리가 울려퍼지도록 힘써주세요!”
252639915,"진옥성결교회성전 봉헌식 및 단기선교간증시간 때 함께 선교를 다녀온 교인들이 다음세대에 대한 하나님의 은혜를 받았다고 말씀하셨습니다.앞으로도 진옥성결교회가 선교하는 교회, 다음세대를 키우는 교회가 될 수 있도록 교인들과 함께 사역하겠습니다.”"
253427793,"이달 중 청년정책네트워크 구성해 본격 논의 면접 서비스, 청년 사회적기업 창업 지원 “일회적 행사 뿐만 아니라 청년 자립 도와야”당진시가 ‘내일이 설레는 청년 당진’을 비전으로 정하고, 올해 지역경제과 산하에 청년정책팀을 신설, 청년정책을 추진한다.■취업지원: 장기 미취업자 및 취약계층 청년을 우선 지원하며 구직자 취업준비 상황에 따라 맞춤형 프로그램을 구성하고 지원한다.■창업지원: 우수 아이템 보유자에게 창업시설 입주정보 제공과 창업기회 확대 등 창업 프로그램을 제공한다."
254232969,커피 전문점 커피스트릿이 지난달 9일 행정동에 새롭게 문 열었다.경기도 안산시가 고향인 한상원 대표는 지인의 소개로 당진에 내려와 커피스트릿을 개업했다.■위치 : 역천로 689(해나루 한식부페 2층) ■문의 : 353-7515
254232993,당진시배구협회▲ 지난 9일 당진시배구협회 회장 이취임식에서 김명기 이임회장(오)과 김송원 이임회장(왼)의 모습“클럽의 활성화와 배구인 양성 등을 통해 한 단계 도약할 수 있도록 노력하겠습니다.이 자리를 계기로 배구협회에 대한 힘찬 응원과 관심을 부탁드립니다.”
259992066,"대한민국 공군전우회 충남서부지회대한민국 공군전우회 충남서부지회가 지난 18일 창단된 가운데, 조봉환 씨가 초대지회장을 맡아 임명장을 수여받았다.앞으로 지역사회와 함께 새로운 시대를 열어가는 전우회를 만들도록 최선을 다하겠습니다.”이날 초대지회장으로 임명된 조봉환 지회장은 “지역사회 봉사를 통해 나라와 전우회 발전에 이바지하고, 전역자들의 특기를 살린 취업 알선 및 사회적응 시스템을 구축하겠다”며 “지회장 임기 동안 내실을 다져 뜻 깊고 보람찬 활동을 펼치겠다”고 말했다."
261494514,"요리·마사지 배워 독거노인 위해 봉사 “우강·순성 등 지역 확대해 나갈 것”▲ 면천초등학교 학생과 가족들이 참여하는 면천진달래가족봉사단이 지난 4일 발대식을 열고 활동을 시작했다.무언가를 배우고 경험하는 것은 그 자체로도 큰 의미를 갖지만, 배움을 바탕으로 누군가를 위해 봉사하는 것은 아이들의 정서에 좋은 영향을 미치고, 성장의 계기가 될 것입니다.열심히 활동하겠습니다.” (문경자 단장)"
261643857,"플라시보는 라틴어로 ‘마음에 들다’라는 뜻이다.의사가 환자에게 가짜 약을 주면서 진짜 약이라고 하면 환자의 상태가 실제로 좋아지는 현상을 말한다.미디어를 정치공학으로 활용하는 정치집단도 문제지만, 미디어에 대한 대중의 의존도가 높은 한국 사회, 더불어 무비판적 사고로 정치쇼를 흡입하는 수용자들의 미디어 이용 습관이 지적되어야 한다.지금 우리는 대통령 탄핵과 정권교체라는 가짜 약에 노출되어 있다."
262976010,"김홍장 시장, 에너지정책 전환 토론회 참여 “정부의 당진에코파워 승인은 성급한 결정”▲ 김홍장 당진시장이 에너지정책 전환 토론회에 토론자로 나서 정부의 정책 전환의 필요성을 강조했다.특히 김 시장은 지난 3일 산업통상자원부가 전원개발사업 추진심의위원회를 개최해 SK석탄화력발전소(당진에코파워) 1·2호기(총 1160MW)에 대한 전원개발사업 실시계획을 심의 가결한 것은 성급한 결정이라고 꼬집었다.그는 “당진에코파워가 영흥화력과 동일한 배출기준을 적용한다지만 그것은 배출총량을 줄인다는 것일 뿐, 그렇다고 해서 결코 석탄화력발전소가 청정발전소가 될 수는 없다”면서 “현재 당진의 환경문제가 한계수준에 달했다”고 호소했다."
263928421,"2018년도 정부예산 확보 추진상황 보고회 “당진시 현안 사업 국비 반영 위해 적극 대▲ 당진시가 2018년도 정부예산 확보를 위해 추진상황 보고회를 지난달 27일 개최했다.이날 63개 핵심 사업이 보고된 가운데 향후 정부예산 편성과정에서 주요사업에 대한 사업비가 변경될 수 있는 만큼 향후에도 중앙정부를 수시로 방문해 당진시의 현안사업에 대해 적극적으로 건의하고, 예산편성 순기에 맞춰 기획재정부 예산안 심사와 국회 심의까지 적극적 대응해 나간다는 방침이다.회의를 주재한 심병섭 부시장은 “당진시 현안사업을 해결하기 위한 재원을 마련하기 위해서는 국비 확보가 필수”라며 “정부예산이 최종 확정될 때까지 긴장을 늦추지 말고 당진시의 사업들이 국비에 최대한 반영될 수 있도록 적극적으로 대응해 달라”말했다."
264452720,제14회 장고항 실치축제 개최주민·관광객 함께 할 수 있는 행사 마련앞으로 많은 발전이 기대되는 지역으로 최고의 관광지가 될 것입니다.이번 실치 축제를 통해 많은 분들이 맛 좋은 실치를 맛보고 당진에서의 좋은 추억을 가슴에 담고 돌아가셨길 바랍니다.”
