index,INVC_CONT
32000,3.852658948732165
32001,4.119895778700959
32002,4.423311440894002
32003,4.604666374964003
32004,4.340742318828568
32005,4.954062880089793
32006,4.350198489555158
32007,4.733562699253667
32008,4.103509450053632
32009,4.387047514237736
32010,4.473284291737065
32011,4.353020093586329
32012,4.3490090057748585
32013,4.476195702139367
32014,4.464475613132997
32015,3.3434573839938273
32016,3.3312187890742613
32017,3.3353926933545215
32018,3.4584933873788417
32019,3.4461744959318676
32020,3.454229622553381
32021,3.454229622553381
32022,3.454229622553381
32023,3.4792319805783856
32024,3.441041488549434
32025,3.3954650088148846
32026,3.4406703172610076
32027,3.4729107859105786
32028,3.4729107859105786
32029,3.6735376071982984
32030,3.7458949754028765
32031,3.7026211768103834
32032,3.430498871658485
32033,4.134582086793425
32034,4.054868453775008
32035,4.4857667898850515
32036,4.1301801285393465
32037,3.3878805191804506
32038,3.3769689329199797
32039,3.561261943701951
32040,3.570610926779023
32041,3.672606685487056
32042,3.8143906464073982
32043,3.9733483553362463
32044,4.052161434744424
32045,3.970866019410087
32046,4.095867281671834
32047,3.8158750603882305
32048,3.982588075644545
32049,4.012309115235177
32050,4.142931937915371
32051,4.097532409297411
32052,4.152967085173076
32053,3.501686154096852
32054,3.5495238620522813
32055,3.6653316993477434
32056,3.7031446094572806
32057,3.6487980070994
32058,3.5808470119130558
32059,4.0268620705791385
32060,3.8926779948449766
32061,3.8974455639458343
32062,3.9657718479703936
32063,4.7630388399906
32064,4.062731585242466
32065,3.5146552193586924
32066,3.6199579271062556
32067,4.0931515352815175
32068,3.81930392476996
32069,3.9607522579203063
32070,4.325343014137808
32071,3.427902612833395
32072,4.098617268180384
32073,3.9771405682816434
32074,4.006923349891817
32075,4.279890226339469
32076,4.002981427670841
32077,4.233336288103399
32078,5.030811743041582
32079,3.835561547065968
32080,3.8821033567826286
32081,4.508957636570527
32082,4.016866918429557
32083,4.5993293024217525
32084,4.761103251779265
32085,4.180553162129478
32086,4.2493511869276075
32087,3.340220641101309
32088,3.463290940548968
32089,3.4758973053415705
32090,3.480312578900051
32091,3.480312578900051
32092,3.480312578900051
32093,3.805417274005983
32094,4.509167831011799
32095,4.087146944595601
32096,4.104436318786335
32097,3.8473815886510474
32098,4.127935810527575
32099,4.112964636152547
32100,4.165712561165773
32101,3.9560319814393914
32102,4.278053729621927
32103,4.996174237929698
32104,4.346453713090414
32105,3.8417161283419907
32106,3.961027779272736
32107,3.996189142236219
32108,4.180240627016997
32109,4.034990055160816
32110,4.247360834057284
32111,5.038212265924884
32112,3.623197894903142
32113,5.104107961519573
32114,5.355927239361373
32115,4.819454847233065
32116,4.784522850033547
32117,4.843968807158667
32118,3.1638635499102397
32119,4.33704814133936
32120,4.362745543964183
32121,3.9823036643643634
32122,3.7914788186205173
32123,4.191801196172336
32124,4.306150050136051
32125,4.094905213340266
32126,4.248877907105834
32127,4.319393414093372
32128,4.121093661484399
32129,3.7075342617085645
32130,4.197496954668805
32131,4.286143141938692
32132,3.9361715941977975
32133,4.228141502853028
32134,4.2301853758946635
32135,3.9411121615569047
32136,5.89204045802182
32137,4.088561961064182
32138,4.217134952690785
32139,4.0005697081531775
32140,4.150595821730207
32141,3.803259723478524
32142,4.45681468056229
32143,3.8677017466530246
32144,3.938030865707809
32145,4.522605035338825
32146,4.319464471833107
32147,4.491865645796088
32148,3.894046768245821
32149,4.39898180957549
32150,4.344385205968291
32151,4.539722255949138
32152,8.386578153999801
32153,4.079223111758773
32154,4.395487407504164
32155,4.395487407504164
32156,4.209334464054593
32157,4.110845854238971
32158,4.301886312711036
32159,4.037838621016425
32160,4.21234117965716
32161,3.758685893631502
32162,4.183564098215664
32163,4.183564098215664
32164,4.461181036970267
32165,3.8411879303967793
32166,3.948761417058356
32167,5.189909761057693
32168,4.461982816176355
32169,4.33567654745008
32170,4.393815073871067
32171,4.43234305617656
32172,4.246125420666532
32173,4.793441025499405
32174,4.1137462664963085
32175,4.072321258763602
32176,4.026610628843853
32177,4.092310512858962
32178,4.544999925318898
32179,4.527879825380516
32180,5.096728699996985
32181,4.568977476257483
32182,4.247587263960846
32183,4.754728182224155
32184,4.754728182224155
32185,3.53263081233632
32186,3.53263081233632
32187,3.4922354358051217
32188,3.4922354358051217
32189,3.48180601925142
32190,3.48180601925142
32191,3.486168604229163
32192,3.486168604229163
32193,3.515806897248589
32194,3.501797545804397
32195,3.501797545804397
32196,3.501797545804397
32197,3.5009160619742445
32198,3.5009160619742445
32199,3.502016159968636
32200,3.502016159968636
32201,3.502016159968636
32202,3.502016159968636
32203,3.502016159968636
32204,3.502016159968636
32205,3.502016159968636
32206,3.502016159968636
32207,3.5409857981259356
32208,3.546535523036141
