index,INVC_CONT
32000,4.855229910470425
32001,5.0548462080915115
32002,4.877965898523427
32003,7.112383993669499
32004,5.688473032482195
32005,5.765676745009547
32006,5.275377112741268
32007,5.275377112741268
32008,5.345125695724879
32009,5.300036411547161
32010,5.406238622893554
32011,5.0083107026624525
32012,5.166666239401091
32013,5.329437478382006
32014,5.323615038041555
32015,3.4273734584816373
32016,3.4273734584816373
32017,3.4273734584816373
32018,3.5890598308657315
32019,3.684205755939298
32020,3.684205755939298
32021,3.684205755939298
32022,3.6826129811637838
32023,3.6601253717488413
32024,3.682639737213979
32025,3.5969274041978028
32026,3.562209978953402
32027,3.7722384563936684
32028,3.7722384563936684
32029,3.9512092511895736
32030,4.070970488087644
32031,4.070970488087644
32032,3.5969274041978028
32033,5.287583454130518
32034,5.185694499257113
32035,5.927758773260228
32036,4.981414112494318
32037,3.7688059542340717
32038,3.858431429463957
32039,4.157163461157932
32040,4.157163461157932
32041,3.708854927253637
32042,4.059759555577897
32043,4.154361077875385
32044,4.395722652220026
32045,4.541125810023731
32046,4.6227448247011695
32047,4.084993206786582
32048,4.273147879382124
32049,4.273147879382124
32050,4.661505386305984
32051,4.651349072178051
32052,4.651349072178051
32053,3.7071391227667316
32054,3.756841656729807
32055,3.715006696098803
32056,4.189049779988644
32057,4.189049779988644
32058,4.189049779988644
32059,4.6563710995095215
32060,4.224706047398013
32061,4.321179752692927
32062,4.392675471085984
32063,5.0658217917186175
32064,4.671865398829865
32065,3.8242796265871895
32066,4.151101111736911
32067,4.5238291043257055
32068,4.508437682148703
32069,4.508437682148703
32070,5.538255451477224
32071,3.5592917152912995
32072,4.817786502974634
32073,4.529580783888954
32074,4.741124658304748
32075,4.91492816514733
32076,4.4395590026917455
32077,4.749016441775652
32078,5.717386084582207
32079,4.373442205381785
32080,4.564940052838784
32081,4.993651449698268
32082,5.04314111845303
32083,5.110569019419109
32084,5.110569019419109
32085,4.529755602326184
32086,4.529755602326184
32087,3.826687745484166
32088,3.685827336363322
32089,3.7809732614368885
32090,3.784094824409595
32091,3.7794072427115695
32092,3.7794072427115695
32093,4.283133950948629
32094,6.091762354162002
32095,4.546432579462275
32096,4.488508467519538
32097,5.067752837579276
32098,4.756950101650763
32099,4.661804176577196
32100,4.7717745764289345
32101,4.495574316708878
32102,4.680807080501456
32103,5.4070422177797655
32104,4.921425422119467
32105,5.246318047356695
32106,4.574435159737212
32107,4.7953332704796585
32108,4.627603491672329
32109,4.6627426200987925
32110,4.437804608638975
32111,5.367632947644966
32112,3.8126709194635477
32113,13.422267510674496
32114,8.532881025850578
32115,6.416162444283628
32116,6.231772179752869
32117,5.792970240519401
32118,3.5635835390678747
32119,2.5211467617534167
32120,5.6334303358748095
32121,4.422923537032048
32122,4.344335900010099
32123,5.226816554554008
32124,6.564177305614634
32125,4.726653563802156
32126,5.95031996816857
32127,5.584056611710622
32128,4.525690135620206
32129,4.2787391780649076
32130,5.222179093576073
32131,5.282950766144058
32132,4.119999387977782
32133,4.4326881488821535
32134,31.49322018232904
32135,20.261636947660122
32136,15.510007024808619
32137,5.596194370715971
32138,4.127616566721188
32139,4.814642259388293
32140,4.820341733267651
32141,3.682576420691929
32142,5.12089842605585
32143,4.34378102089017
32144,4.593194852694282
32145,5.772883758264865
32146,4.627730838199923
32147,4.6743475390561535
32148,4.982960096284822
32149,5.8826717728956135
32150,5.390529132780553
32151,5.075799406293844
32152,23.24744152762553
32153,4.490646461953944
32154,4.739703139169198
32155,4.739703139169198
32156,4.4892630667846944
32157,4.680430572466333
32158,4.461213504231019
32159,4.618409948300784
32160,8.256717993282724
32161,3.914661227478326
32162,4.5344867036770475
32163,4.393469782821877
32164,5.089375530376572
32165,4.484368910058206
32166,4.254488965158839
32167,9.872545411710664
32168,6.411521874130077
32169,5.155532241409883
32170,5.896440483452543
32171,5.4395141003769725
32172,5.393747071658853
32173,5.1701240868445275
