submit_id,hold_d
IDX00001,243.0
IDX00002,481.0
IDX00003,219.0
IDX00004,375.0
IDX00005,15.0
IDX00006,150.0
IDX00007,159.0
IDX00008,821.0
IDX00009,128.0
IDX00010,656.0
IDX00011,193.0
IDX00012,1228.0
IDX00013,613.0
IDX00014,10.0
IDX00015,18.0
IDX00016,5.0
IDX00017,177.0
IDX00018,113.0
IDX00019,426.0
IDX00020,13.0
IDX00021,10.0
IDX00022,1228.0
IDX00023,565.0
IDX00024,26.0
IDX00025,4.0
IDX00026,107.0
IDX00027,107.0
IDX00028,375.0
IDX00029,612.0
IDX00030,426.0
IDX00031,111.0
IDX00032,111.0
IDX00033,857.0
IDX00034,207.0
IDX00035,20.0
IDX00036,123.0
IDX00037,207.0
IDX00038,1228.0
IDX00039,207.0
IDX00040,1055.0
IDX00041,1228.0
IDX00042,581.0
IDX00043,1133.0
IDX00044,1228.0
IDX00045,1097.0
IDX00046,753.0
IDX00047,1083.0
IDX00048,1228.0
IDX00049,1228.0
IDX00050,1228.0
IDX00051,1228.0
IDX00052,1097.0
IDX00053,219.0
IDX00054,792.0
IDX00055,815.0
IDX00056,233.0
IDX00057,207.0
IDX00058,775.0
IDX00059,776.0
IDX00060,823.0
IDX00061,118.0
IDX00062,815.0
IDX00063,804.0
IDX00064,810.0
IDX00065,718.0
IDX00066,813.0
IDX00067,808.0
IDX00068,116.0
IDX00069,194.0
IDX00070,807.0
IDX00071,824.0
IDX00072,812.0
IDX00073,815.0
IDX00074,1228.0
IDX00075,20.0
IDX00076,238.0
IDX00077,42.0
IDX00078,39.0
IDX00079,235.0
IDX00080,18.0
IDX00081,2.0
IDX00082,1028.0
IDX00083,1228.0
IDX00084,884.0
IDX00085,12.0
IDX00086,285.0
IDX00087,222.0
IDX00088,37.0
IDX00089,17.0
IDX00090,8.0
IDX00091,2.0
IDX00092,342.0
IDX00093,39.0
IDX00094,20.0
IDX00095,2.0
IDX00096,15.0
IDX00097,13.0
IDX00098,4.0
IDX00099,35.0
IDX00100,166.0
IDX00101,8.0
IDX00102,13.0
IDX00103,61.0
IDX00104,610.0
IDX00105,33.0
IDX00106,150.0
IDX00107,2.0
IDX00108,4.0
IDX00109,151.0
IDX00110,93.0
IDX00111,433.0
IDX00112,159.0
IDX00113,113.0
IDX00114,8.0
IDX00115,373.0
IDX00116,25.0
IDX00117,20.0
IDX00118,4.0
IDX00119,7.0
IDX00120,151.0
IDX00121,2.0
IDX00122,113.0
IDX00123,379.0
IDX00124,79.0
IDX00125,613.0
IDX00126,822.0
IDX00127,384.0
IDX00128,433.0
IDX00129,782.0
IDX00130,2.0
IDX00131,1138.0
IDX00132,46.0
IDX00133,250.0
IDX00134,802.0
IDX00135,150.0
IDX00136,12.0
IDX00137,170.0
IDX00138,801.0
IDX00139,805.0
IDX00140,254.0
IDX00141,170.0
IDX00142,17.0
IDX00143,154.0
IDX00144,12.0
IDX00145,217.0
IDX00146,40.0
IDX00147,135.0
IDX00148,61.0
IDX00149,129.0
IDX00150,60.0
IDX00151,13.0
IDX00152,1228.0
IDX00153,1228.0
IDX00154,1228.0
IDX00155,1228.0
IDX00156,1228.0
IDX00157,536.0
IDX00158,935.0
IDX00159,150.0
IDX00160,8.0
IDX00161,58.0
IDX00162,229.0
IDX00163,2.0
IDX00164,5.0
IDX00165,811.0
IDX00166,13.0
IDX00167,26.0
IDX00168,20.0
IDX00169,5.0
IDX00170,2.0
IDX00171,7.0
IDX00172,7.0
IDX00173,7.0
IDX00174,324.0
IDX00175,1228.0
IDX00176,811.0
IDX00177,4.0
IDX00178,17.0
IDX00179,48.0
IDX00180,10.0
IDX00181,10.0
IDX00182,28.0
IDX00183,10.0
IDX00184,195.0
IDX00185,1148.0
IDX00186,569.0
IDX00187,12.0
IDX00188,20.0
IDX00189,33.0
IDX00190,40.0
IDX00191,12.0
IDX00192,15.0
IDX00193,27.0
IDX00194,24.0
IDX00195,51.0
IDX00196,30.0
IDX00197,99.0
IDX00198,341.0
IDX00199,942.0
IDX00200,97.0
IDX00201,125.0
IDX00202,13.0
IDX00203,17.0
IDX00204,58.0
IDX00205,135.0
IDX00206,161.0
IDX00207,137.0
IDX00208,1093.0
IDX00209,97.0
IDX00210,77.0
IDX00211,137.0
IDX00212,187.0
IDX00213,51.0
IDX00214,66.0
IDX00215,127.0
IDX00216,122.0
IDX00217,88.0
IDX00218,135.0
IDX00219,94.0
IDX00220,8.0
IDX00221,743.0
IDX00222,89.0
IDX00223,2.0
IDX00224,31.0
IDX00225,58.0
IDX00226,5.0
IDX00227,5.0
IDX00228,759.0
IDX00229,170.0
IDX00230,379.0
IDX00231,46.0
IDX00232,803.0
IDX00233,285.0
IDX00234,91.0
IDX00235,127.0
IDX00236,568.0
IDX00237,34.0
IDX00238,142.0
IDX00239,128.0
IDX00240,122.0
IDX00241,575.0
IDX00242,602.0
IDX00243,233.0
IDX00244,94.0
IDX00245,202.0
IDX00246,100.0
IDX00247,160.0
IDX00248,91.0
IDX00249,72.0
IDX00250,58.0
IDX00251,196.0
IDX00252,58.0
IDX00253,31.0
IDX00254,12.0
IDX00255,5.0
IDX00256,149.0
IDX00257,20.0
IDX00258,15.0
IDX00259,822.0
IDX00260,537.0
IDX00261,233.0
IDX00262,10.0
IDX00263,1228.0
IDX00264,196.0
IDX00265,13.0
IDX00266,1107.0
IDX00267,88.0
IDX00268,20.0
IDX00269,113.0
IDX00270,123.0
IDX00271,807.0
IDX00272,1228.0
IDX00273,1182.0
IDX00274,894.0
IDX00275,806.0
IDX00276,891.0
IDX00277,1158.0
IDX00278,699.0
IDX00279,805.0
IDX00280,1191.0
IDX00281,1193.0
IDX00282,1228.0
IDX00283,16.0
IDX00284,26.0
IDX00285,4.0
IDX00286,15.0
IDX00287,25.0
IDX00288,375.0
IDX00289,10.0
IDX00290,52.0
IDX00291,12.0
IDX00292,39.0
IDX00293,33.0
IDX00294,2.0
IDX00295,18.0
IDX00296,31.0
IDX00297,25.0
IDX00298,7.0
IDX00299,716.0
IDX00300,56.0
IDX00301,7.0
IDX00302,8.0
IDX00303,2.0
IDX00304,60.0
IDX00305,35.0
IDX00306,103.0
IDX00307,51.0
IDX00308,43.0
IDX00309,60.0
IDX00310,35.0
IDX00311,2.0
IDX00312,122.0
IDX00313,58.0
IDX00314,217.0
IDX00315,43.0
IDX00316,423.0
IDX00317,201.0
IDX00318,201.0
IDX00319,217.0
IDX00320,328.0
IDX00321,33.0
IDX00322,214.0
IDX00323,197.0
IDX00324,10.0
IDX00325,8.0
IDX00326,26.0
IDX00327,68.0
IDX00328,334.0
IDX00329,197.0
IDX00330,51.0
IDX00331,168.0
IDX00332,302.0
IDX00333,8.0
IDX00334,176.0
IDX00335,58.0
IDX00336,42.0
IDX00337,116.0
IDX00338,156.0
IDX00339,233.0
IDX00340,176.0
IDX00341,187.0
IDX00342,164.0
IDX00343,217.0
IDX00344,114.0
IDX00345,54.0
IDX00346,57.0
IDX00347,30.0
IDX00348,217.0
IDX00349,159.0
IDX00350,379.0
IDX00351,43.0
IDX00352,34.0
IDX00353,170.0
IDX00354,34.0
IDX00355,83.0
IDX00356,171.0
IDX00357,35.0
IDX00358,26.0
IDX00359,35.0
IDX00360,52.0
IDX00361,216.0
IDX00362,217.0
IDX00363,54.0
IDX00364,241.0
IDX00365,156.0
IDX00366,182.0
IDX00367,233.0
IDX00368,149.0
IDX00369,156.0
IDX00370,197.0
IDX00371,137.0
IDX00372,47.0
IDX00373,137.0
IDX00374,328.0
IDX00375,103.0
IDX00376,438.0
IDX00377,137.0
IDX00378,233.0
IDX00379,176.0
IDX00380,197.0
IDX00381,113.0
IDX00382,163.0
IDX00383,163.0
IDX00384,103.0
IDX00385,217.0
IDX00386,17.0
IDX00387,217.0
IDX00388,80.0
IDX00389,43.0
IDX00390,149.0
IDX00391,176.0
IDX00392,197.0
IDX00393,140.0
IDX00394,137.0
IDX00395,35.0
IDX00396,217.0
IDX00397,214.0
IDX00398,43.0
IDX00399,42.0
IDX00400,114.0
IDX00401,329.0
IDX00402,217.0
IDX00403,127.0
IDX00404,43.0
IDX00405,381.0
IDX00406,20.0
IDX00407,57.0
IDX00408,10.0
IDX00409,344.0
IDX00410,123.0
IDX00411,125.0
IDX00412,532.0
IDX00413,203.0
IDX00414,718.0
IDX00415,808.0
IDX00416,261.0
IDX00417,116.0
IDX00418,717.0
IDX00419,21.0
IDX00420,804.0
IDX00421,13.0
IDX00422,486.0
IDX00423,113.0
IDX00424,127.0
IDX00425,272.0
IDX00426,819.0
IDX00427,17.0
IDX00428,877.0
IDX00429,125.0
IDX00430,118.0
IDX00431,39.0
IDX00432,258.0
IDX00433,111.0
IDX00434,4.0
IDX00435,21.0
IDX00436,123.0
IDX00437,118.0
IDX00438,804.0
IDX00439,109.0
IDX00440,158.0
IDX00441,630.0
IDX00442,159.0
IDX00443,367.0
IDX00444,163.0
IDX00445,159.0
IDX00446,629.0
IDX00447,1078.0
IDX00448,1228.0
IDX00449,1228.0
IDX00450,1228.0
IDX00451,132.0
IDX00452,896.0
IDX00453,751.0
IDX00454,7.0
IDX00455,219.0
IDX00456,70.0
IDX00457,12.0
IDX00458,57.0
IDX00459,113.0
IDX00460,104.0
IDX00461,13.0
IDX00462,591.0
IDX00463,437.0
IDX00464,10.0
IDX00465,2.0
IDX00466,8.0
IDX00467,233.0
IDX00468,178.0
IDX00469,202.0
IDX00470,7.0
IDX00471,243.0
IDX00472,113.0
IDX00473,244.0
IDX00474,22.0
IDX00475,123.0
IDX00476,199.0
IDX00477,91.0
IDX00478,13.0
IDX00479,128.0
IDX00480,105.0
IDX00481,204.0
IDX00482,113.0
IDX00483,204.0
IDX00484,261.0
IDX00485,151.0
IDX00486,202.0
IDX00487,270.0
IDX00488,150.0
IDX00489,53.0
IDX00490,1228.0
IDX00491,123.0
IDX00492,244.0
IDX00493,27.0
IDX00494,207.0
IDX00495,261.0
IDX00496,1228.0
IDX00497,304.0
IDX00498,2.0
IDX00499,7.0
IDX00500,7.0
IDX00501,7.0
IDX00502,127.0
IDX00503,27.0
IDX00504,5.0
IDX00505,15.0
IDX00506,1228.0
IDX00507,1228.0
IDX00508,72.0
IDX00509,1228.0
IDX00510,40.0
IDX00511,26.0
IDX00512,123.0
IDX00513,182.0
IDX00514,24.0
IDX00515,103.0
IDX00516,58.0
IDX00517,42.0
IDX00518,43.0
IDX00519,17.0
IDX00520,118.0
IDX00521,60.0
IDX00522,47.0
IDX00523,54.0
IDX00524,62.0
IDX00525,23.0
IDX00526,35.0
IDX00527,77.0
IDX00528,15.0
IDX00529,18.0
IDX00530,7.0
IDX00531,72.0
IDX00532,73.0
IDX00533,97.0
IDX00534,73.0
IDX00535,15.0
IDX00536,40.0
IDX00537,10.0
IDX00538,89.0
IDX00539,86.0
IDX00540,987.0
IDX00541,127.0
IDX00542,12.0
IDX00543,473.0
IDX00544,66.0
IDX00545,18.0
IDX00546,24.0
IDX00547,177.0
IDX00548,53.0
IDX00549,2.0
IDX00550,600.0
IDX00551,15.0
IDX00552,43.0
IDX00553,5.0
IDX00554,27.0
IDX00555,10.0
IDX00556,51.0
IDX00557,235.0
IDX00558,79.0
IDX00559,2.0
IDX00560,85.0
IDX00561,73.0
IDX00562,35.0
IDX00563,5.0
IDX00564,12.0
IDX00565,35.0
IDX00566,810.0
IDX00567,68.0
IDX00568,355.0
IDX00569,258.0
IDX00570,282.0
IDX00571,61.0
IDX00572,294.0
IDX00573,355.0
IDX00574,169.0
IDX00575,355.0
IDX00576,7.0
IDX00577,116.0
IDX00578,2.0
IDX00579,2.0
IDX00580,5.0
IDX00581,7.0
