index,INVC_CONT
32000,4.489351550715104
32001,5.993684565895143
32002,4.102005599317975
32003,4.598220798896328
32004,4.583913586039249
32005,9.624432126909776
32006,4.583913586039249
32007,4.423131876700887
32008,4.598220798896328
32009,4.598220798896328
32010,4.7913708046253225
32011,4.102005599317975
32012,4.598220798896328
32013,4.598220798896328
32014,4.598220798896328
32015,4.084723222060037
32016,4.084723222060037
32017,4.084723222060037
32018,4.219336841979961
32019,4.27188400781833
32020,4.583913586039249
32021,4.583913586039249
32022,4.583913586039249
32023,4.102005599317975
32024,4.102005599317975
32025,4.102005599317975
32026,4.199185803222174
32027,4.395996767105407
32028,4.395996767105407
32029,4.598220798896328
32030,4.598220798896328
32031,4.598220798896328
32032,4.102005599317975
32033,4.583913586039249
32034,4.197102644058067
32035,4.598220798896328
32036,4.102005599317975
32037,4.583913586039249
32038,4.395996767105407
32039,4.598220798896328
32040,4.598220798896328
32041,4.27188400781833
32042,4.313644556268186
32043,4.583913586039249
32044,4.598220798896328
32045,4.598220798896328
32046,4.751171552931273
32047,4.219336841979961
32048,4.583913586039249
32049,4.583913586039249
32050,4.598220798896328
32051,4.598220798896328
32052,4.598220798896328
32053,4.219336841979961
32054,4.288908067543644
32055,4.102005599317975
32056,4.598220798896328
32057,4.598220798896328
32058,4.598220798896328
32059,4.598220798896328
32060,4.2128364811400365
32061,4.199185803222174
32062,4.815377768124488
32063,5.162855012723444
32064,4.815377768124488
32065,4.405750054183068
32066,4.654596058786126
32067,4.829684980981568
32068,4.530021007564254
32069,4.776592620598794
32070,10.054292888544946
32071,4.333469781403215
32072,7.7591355284509795
32073,4.519720176089116
32074,4.815377768124488
32075,4.829684980981568
32076,4.333469781403215
32077,4.333469781403215
32078,5.162855012723444
32079,4.333469781403215
32080,4.333469781403215
32081,4.829684980981568
32082,5.018044631065477
32083,4.829684980981568
32084,4.829684980981568
32085,4.530021007564254
32086,4.776592620598794
32087,4.405750054183068
32088,4.519720176089116
32089,4.576651882001688
32090,4.333469781403215
32091,4.333469781403215
32092,4.333469781403215
32093,4.530021007564254
32094,4.654596058786126
32095,4.333469781403215
32096,4.333469781403215
32097,9.106565453136177
32098,4.576651882001688
32099,4.519720176089116
32100,4.829684980981568
32101,4.815377768124488
32102,4.829684980981568
32103,4.815377768124488
32104,4.829684980981568
32105,4.829684980981568
32106,4.589291401652799
32107,4.513219815249192
32108,4.333469781403215
32109,4.333469781403215
32110,8.136960326459619
32111,4.97745469615042
32112,0.6379485479179058
32113,-1.1234230275119355
32114,5.950345248643719
32115,5.664878466444781
32116,5.664878466444781
32117,5.635651168534254
32118,3.54076983975885
32119,5.265572980077418
32120,5.4207098904588
32121,7.565301498873322
32122,4.659364525029162
32123,6.930501008491453
32124,6.366552792356422
32125,7.979132092276582
32126,7.704072429257917
32127,5.42765090651248
32128,7.48578054368132
32129,7.834415459377493
32130,7.834415459377493
32131,6.905186484219844
32132,4.8228572979075
32133,5.078056264769867
32134,10.545334512847518
32135,4.468601655512909
32136,6.7249568120314365
32137,4.416327701407963
32138,6.809800313920753
32139,6.803253662426886
32140,6.7534101966392415
32141,4.190783375104298
32142,4.4539598473354856
32143,9.358669128211432
32144,7.500495559282991
32145,4.4539598473354856
32146,5.137541835835538
32147,5.0912841182246344
32148,8.81156602726601
32149,8.026415069845378
32150,4.425156975051011
32151,8.00376290121396
32152,14.154770318312023
32153,6.445977540487888
32154,6.445977540487888
32155,6.445977540487888
32156,6.445977540487888
32157,6.037075196456016
32158,6.037075196456016
32159,6.037075196456016
32160,6.445977540487888
32161,6.037075196456016
32162,6.445977540487888
32163,6.445977540487888
32164,4.982262409554342
32165,3.987567300052752
32166,5.812250676892725
32167,9.221960087213986
32168,5.623047816675021
32169,8.448932816423824
32170,8.42321726462132
32171,9.491989534687427
32172,8.595908540439115
32173,8.59375720528447
32174,6.743053206660395
32175,7.563223477026642
32176,4.075198467980087
32177,5.181346882907783
32178,8.140058248706248
32179,9.399208096020613
32180,8.469705765474357
32181,5.483365645381741
32182,8.685966149286932
32183,5.136414990560776
32184,5.136414990560776
32185,4.1669405418692245
32186,4.1669405418692245
32187,4.1669405418692245
32188,4.1669405418692245
32189,4.1669405418692245
32190,4.1669405418692245
32191,4.1669405418692245
32192,4.1669405418692245
32193,4.306734715548186
32194,4.306734715548186
32195,4.306734715548186
32196,4.458668275518792
32197,4.326456321638157
32198,4.326456321638157
32199,4.150241234177563
32200,4.148294800139438
32201,4.148294800139438
32202,5.222021227198405
32203,4.316241913046624
32204,4.316241913046624
32205,4.316241913046624
32206,4.316241913046624
32207,4.316241913046624
32208,4.1554602037082615
32209,4.1554602037082615
32210,4.1554602037082615
32211,3.834333926325351
32212,3.834333926325351
32213,4.498500751402797
32214,4.081202173016812
32215,4.537591189970592
32216,4.537591189970592
