id,value
1,60850191.91117433
2,107257632.13085808
4,89904064.67238806
5,95841477.09870492
6,63693235.67063035
10,82273272.47282611
11,69665097.21035577
15,83811443.1809423
17,72705106.27988815
23,65441234.45028786
25,66942718.21983433
28,68129618.0292674
31,69864430.3817561
35,43503905.385771215
39,21847059.655656703
40,27155759.810829937
43,66653325.99376131
48,51938916.56081399
51,34083634.843659975
55,60556045.508026406
56,60746621.746364854
57,41275261.74402841
61,51637230.77740698
62,48986622.887119524
69,36636406.88132905
70,30123164.07226384
71,38683535.29102085
74,43652496.882688746
80,50079296.918852136
82,44934122.125031546
84,40536547.21711981
85,38891090.5518419
88,38306266.98553958
90,34233713.116107516
91,34101950.89831078
95,30641759.607029468
101,32660317.173809838
104,14933849.223600654
111,33097065.255484845
113,32756040.959256776
116,43658311.49405656
120,34437336.82591966
122,38660987.42236148
130,28994014.297011424
136,32214190.178143665
138,28358762.89406738
141,23221226.48159708
144,26814574.673322987
146,23165712.532975014
147,19647525.758711834
150,17979805.53249228
151,29649492.44579613
152,5175735.442001085
158,22561335.38859015
159,28220689.232905764
160,29991621.84111477
162,32101202.591046542
168,31902412.135281444
172,27873190.253896408
177,27458214.270603873
181,26509754.480946537
183,34103308.91342642
184,33425844.466053642
186,30357484.47688465
187,29598236.299925778
192,28068121.009615477
193,30095939.373124983
194,23292123.89185603
200,23826545.14074726
201,12535943.633380445
204,25051650.69522241
206,28126215.074594792
208,25558263.617075574
219,20069866.771766886
221,10283331.678150376
227,29444819.379659154
231,6304420.609709818
233,29525591.602889325
235,27620337.428127773
237,21366610.614863273
238,25233414.821903035
239,25334833.526092142
255,20992167.597727224
258,21223689.34104974
260,23813491.378910925
272,22426643.030997463
273,20243371.3045469
275,26106858.852179207
279,19228295.98371876
281,22500781.389148008
284,21813506.273206394
286,20071409.346446004
292,19938291.268383022
300,12316107.029960657
301,12005334.874011852
303,14557389.49502159
304,19501631.296442017
315,7697378.972442792
318,1923867.1516849645
320,16820642.072385166
322,21504898.109600086
323,25828555.480435017
326,25716332.353036832
328,24568817.458498422
337,22322625.32770083
339,20012874.84837521
342,20978799.720269486
343,23939349.930539962
360,17069934.51222068
364,20929028.196145725
365,17621180.302887242
367,19858288.97692798
368,16153290.536483351
369,13286656.376378728
372,16544525.035488404
376,21062719.741409656
379,17473676.351015847
380,22357343.748125315
383,15972120.611029541
385,10458857.163206322
386,13574382.599699313
390,15695499.268137248
391,15375559.948633377
393,15778779.96547137
400,9051914.012475908
403,8333153.770967205
413,21585309.800331093
416,20892121.491324294
423,15428934.612534761
424,17080509.12748629
426,14204297.555801928
427,19152989.565926515
428,13282262.654108295
429,19980926.17339753
431,11897527.209887082
432,17463926.995270893
433,17489234.897440918
439,9035133.76809353
443,16308497.270637782
444,19453111.393791176
446,19456840.323004343
449,18789923.30888157
456,17722679.014451325
457,13520016.295716444
464,14341226.828232814
468,18363968.424555626
472,12236599.492137715
474,16397866.42030773
483,11851276.912977468
488,13609543.500189187
494,12617376.004772438
499,9186415.92094439
505,11815408.95974806
506,14437341.003237814
510,13117309.663658371
511,10439950.62208733
512,6132289.998150734
517,9690099.88755613
521,13110868.040596427
522,8743188.389028462
523,12595776.2298091
526,11288469.95442732
531,9690099.88755613
540,2156025.394190041
547,5746663.367304608
555,17588391.04968106
556,17950901.97117191
563,3882868.271475212
564,18260427.29823526
566,10136934.523769798
573,9518989.56127747
574,17044730.031684794
581,17031739.45165159
588,12383681.666056879
590,15734351.038209042
591,15797823.256222203
595,15484171.075300017
596,13473368.034373155
597,16719346.916407118
599,14347875.606566893
600,10075989.897409495
602,11546254.689191055
603,14264511.63187297
606,15032078.423132159
613,11150464.048145993
615,11635302.153280118
620,15995705.545780366
623,12117079.304589663
624,10064543.16437487
628,10243154.909112548
630,13050897.20576226
635,14577991.479166372
636,13921210.13427339
638,15831476.086518293
662,10141223.512584273
664,11047540.799179506
665,10624744.346417943
670,12848070.339534827
672,12450982.068684302
677,12256428.768559106
680,11367683.429266373
695,8591783.998958165
705,8290505.482978191
713,5626646.943686989
716,3901284.84876743
717,6080744.685896859
720,14103363.462125154
723,12431737.379591245
725,15573656.237767769
731,7834411.250342452
733,7789826.8332121475
734,12602797.05902196
738,13292850.782838086
740,11979434.555859294
743,12963950.04863797
747,13452039.002058936
750,13213652.379688289
752,12348920.084581008
753,8905602.923707504
756,10167943.977778604
758,9891646.288232397
768,16240805.388898017
770,11750470.915918574
772,9373079.918887159
773,11123744.62134491
791,12553807.40938606
793,14314087.730306668
794,9990415.289044816
798,11920839.865512468
799,8396717.72328522
801,14221177.836621845
804,13811569.618194764
805,12883257.827082522
811,10123295.033749748
822,11789508.233895505
824,11723533.044737052
827,10941479.20809852
828,10164495.183252681
832,10330311.660755388
837,11666299.81183771
844,9910443.863424756
851,8892355.010918796
852,9590201.597790599
854,9936957.276170578
856,11711503.991629628
860,10319658.415503092
867,6380390.098979264
877,9589622.628307568
880,6414331.47259597
883,9925000.489970012
885,7925239.839355271
889,11064411.245937303
891,7538759.87051546
894,3613364.2537567928
897,9361406.625632467
898,9013392.917709079
899,4604056.126263758
904,10502985.601517173
906,10093325.854337642
907,7372433.1650222
910,8163654.013715255
915,864379.5576235777
917,9013703.61102447
919,10856377.89465536
925,7167962.226446069
928,6468537.032612872
940,3513654.334618028
945,10126389.01508535
946,8299537.49493143
951,8269895.067880255
953,11773954.855955083
959,4295908.783235983
961,7182403.891724081
963,5852205.727444261
965,5471995.944477474
971,4961993.641330056
973,6499814.183082486
983,4360952.19409677
985,8926034.97416273
997,5483718.138081988
998,5987876.603340502
999,8365382.97206127
1004,2697324.140287259
1012,6054363.652110494
1014,10883022.08470262
1021,4963830.10282517
1024,10241235.746965302
1028,10802457.94807696
1034,7564527.986771564
1037,5816437.572077626
1038,12104432.208738087
1041,7964102.204395341
1043,6900021.892399671
1044,12509597.41452065
1048,11397738.87358216
1054,16525377.521909516
1058,8640606.751456162
1059,6052635.95665121
1061,11265708.037896726
1068,2747659.5532457223
1070,5887709.542164006
1075,11068252.561813112
1076,3252200.0013233274
1078,7871837.655391699
1080,7892740.738364248
1082,13204305.499376532
1084,2316995.8076366554
1085,6499814.183082486
1088,10409656.28280188
1091,10652913.971245985
1094,12843719.472379856
1096,8384275.4234168595
1099,8872778.551010033
1101,8776244.255712165
1103,8799081.905141177
1107,10191277.912829155
1108,9948149.119672775
1110,7156587.583804129
1117,8900254.651131574
1119,9890395.185181811
1120,8726306.179740403
1122,7013492.312068402
1130,16414419.90046242
1136,13949095.400794212
1137,7186541.385681578
1139,11910057.51493334
1140,10299431.725927921
1141,12225800.022607012
1144,9556787.157329937
1148,8329444.044885866
1165,8486706.311172714
1168,13980592.847290298
1174,10222955.85536339
1179,9067721.70178065
1187,10495946.049287384
1188,9719232.677344887
1190,2889169.558971147
1196,7760050.040636809
1197,4138934.8349521244
1200,9162359.364951335
1201,9560334.633770388
1203,5021830.649974621
1205,7973207.222369419
1208,8353485.304193571
1212,7767683.277678181
1213,7466858.315845436
1214,10490971.803078743
1217,7444167.6646386525
1224,5971086.800752489
1228,9928725.61492377
1229,6632614.030647129
1239,7442303.324671335
1240,7404246.958200314
1247,10357533.078603353
1259,11781092.668809183
1261,8257628.844171975
1265,9352919.952227222
1268,8058603.90059709
1269,593228.6197906715
1271,12927048.360776784
1274,8118506.361653298
1275,7708943.870878647
1276,9297238.302386649
1277,3508735.2067383225
1278,8280705.677261262
1288,6270071.036945778
1291,7239130.440788326
1296,8803795.220942127
1297,7718639.160164523
1302,12116559.439685505
1304,10033980.125880847
1306,7811651.191877743
1307,3034881.576164341
1309,2129661.795729101
1310,8016676.367598677
1314,6655652.990027343
1316,8228424.552720863
1317,13515715.64628638
1323,5240274.28844545
1324,7761411.773632617
1325,8630217.869909724
1326,1827890.1278830296
1331,5073131.8872598
1333,6104078.530723712
1334,7761625.356011485
1335,7313043.785468413
1337,8277482.12391617
1347,10499023.746721584
1348,5602270.39334351
1354,7386572.99667013
1355,4742728.882797744
1358,9952366.321164817
1362,8725061.936764287
1363,5943389.287856545
1375,7860959.794032827
1377,8679796.780063976
1380,10919904.75856994
1382,6831669.793110655
1391,4678856.4714289615
1397,6438898.860142477
1400,7470690.998399227
1401,6939783.947101873
1405,11724477.121866915
1408,6664662.812241934
1409,7348850.452850891
1411,7238245.689955561
1417,5091483.573501967
1420,13223388.367472794
1421,9335428.99452812
1425,5960883.3455149075
1428,5558707.94695953
1431,10396092.71201927
1436,7305714.488961361
1448,5632425.488288316
1450,6423792.189297511
1458,6689046.350538814
1459,10257892.660934126
1463,5376170.74590061
1471,10840571.017326998
1473,7847102.788151653
1474,7431340.734490278
1476,9999110.16088393
1482,7359840.565980869
1487,7451019.985678624
1491,9843002.469545554
1496,4463678.024495161
1497,9226745.61507416
1498,10037054.737163827
1504,8708123.703650588
1507,9357486.712148467
1509,7379608.394761941
1513,6148636.763521104
1518,6656700.023653428
1519,5240274.28844545
1522,7921074.925369128
1532,8955067.27992189
1534,13197359.641169047
1538,8166807.031803666
1542,6855378.611662291
1544,6979155.582870268
1549,8050947.977798435
1558,8063097.663044537
1562,6631384.214839594
1563,6316305.749274716
1564,7391061.425240174
1565,3774814.8987830007
1568,5161180.128902707
1569,7029008.178268943
1570,5035680.808040607
1573,5302275.567293605
1574,6779753.490856724
1578,6578596.858611333
1580,9309455.100192891
1581,2519385.644549392
1585,6491935.358810212
1591,2874379.4987772037
1598,5436956.6856341455
1600,7328353.695281867
1609,6930224.414829866
1614,7355837.2415515985
1619,7342178.928448885
1628,6846090.4233763525
1630,7087943.339001915
1633,6047954.904500952
1638,6329723.578504515
1651,2564045.088225004
1652,7687731.854363587
1659,6067154.8826043755
1663,6596743.137797871
1667,1554972.3198196648
1668,7228376.51923777
1670,8602964.570179062
1671,8470186.88521168
1675,5836345.363466591
1678,6580485.729354962
1681,7597642.947807907
1683,6455969.673246422
1687,7501493.531882326
1689,8795245.826680496
1690,6667053.723016754
1697,9409167.39723051
1700,6550864.337354015
1711,6780531.596746366
1713,4941801.449110023
1720,6388226.586132364
1723,11350592.187672542
1729,8058856.015668652
1730,6796131.084325614
1735,8258067.402606465
1736,7083766.587435093
1737,5209032.544721
1738,6447296.145415807
1741,8231285.748838937
1747,8912296.940118643
1753,6561706.52709093
1755,6990932.483741727
1764,5346240.820598277
1766,8959067.786575692
1770,2715402.0851753834
1775,4481882.117677163
1776,6074808.506776628
1783,7388242.100998452
1789,7463284.930261834
1794,7228376.51923777
1795,5452794.989849837
1799,9505772.86111514
1802,5405229.691096775
1805,523279.82016977895
1808,8419348.204886187
1811,5400633.886729161
1812,8164765.534178262
1813,7929797.205885924
1816,8199750.217424376
1817,8482563.125346446
1820,819435.039295648
1828,7114562.855321961
1837,7977078.909906453
1838,8297036.113813302
1840,4930385.102450931
1841,9124443.88556632
1842,9449402.665842399
1843,6013768.892966126
1845,7938677.120880239
1847,4413737.350316381
1848,6701264.91958095
1853,5380771.270401772
1855,8252380.992842588
1856,7497776.178057208
1861,8942678.68632737
1864,8089442.486279776
1871,5851602.742915465
1873,4441045.7439261
1874,9188385.954801155
1875,8461204.497889552
1876,6074808.506776628
1877,4405700.77147572
1885,7485022.66010697
1887,6533400.654599939
1894,7881423.8385333605
1896,8341582.185257057
1897,9030111.985911328
1905,6715514.860417321
1908,3055228.4640248157
1909,10592391.409374356
1912,5149848.983725835
1918,10974457.16295506
1922,10077123.840202393
1923,7055197.9293778865
1926,7946692.308041089
1930,5838938.383065643
1935,6464048.948915847
1949,5502836.179797008
1960,5570726.739115375
1967,6436150.0687554
1968,7727056.32973468
1969,4679757.5447638575
1973,6004661.431479996
1974,5832506.972341401
1976,1729091.1410519553
1977,6322489.305252827
1978,9234520.982337458
1982,8407851.627980528
1986,4108621.306644759
1996,6814311.164079762
2002,4600790.113449526
2010,8864656.61811764
2013,7333411.082232943
2014,4294220.497626853
2024,6038076.559785728
2026,2054638.2188337117
2027,7093087.22552481
2028,5573267.410093797
2031,2129552.034985687
2033,5502127.45765135
2038,7540091.861756661
2041,4307874.012583973
2047,5573267.410093797
2054,5615208.558757422
2055,6878798.922165017
2057,6346744.677346939
2059,5481195.704746273
2062,5636318.1369066965
2063,6309650.810237514
2074,1370465.7847789158
2077,5981753.731186804
2089,6750556.030697284
2092,7438062.37487928
2095,4074502.351431505
2099,7607054.9574774755
2108,7199375.491984462
2116,3066277.1889667236
2117,7808553.792088703
2120,3688162.871894786
2130,4867836.990402303
2131,1668266.064253258
2133,4964428.376937869
2135,4840185.338670658
2138,2397234.825244619
2139,7291720.6668003285
2140,7553082.343437582
2143,4329960.128439747
2144,5722150.755196231
2146,4950036.931255732
2148,1621651.0430964911
2153,7673532.25906578
2160,3158629.2125406926
2173,5939518.397505855
2179,5885847.447535122
2180,7215411.414529928
2181,2397234.825244619
2182,820445.288742279
2183,2291361.5176305207
2184,6692236.462971979
2189,2657956.9265419976
2190,6804142.465851361
2191,7163048.9930205615
2192,7276282.234046982
2200,5128234.525011475
2205,3469859.4080346692
2206,6156665.335378118
2207,7322173.2536045965
2212,4527693.732277429
2215,1689982.9725550467
2219,5790938.254482637
2229,7672557.896371188
2232,5101570.12784418
2238,5240119.703317973
2241,7276592.729825385
2244,3687781.555787883
2247,490435.73588381475
2249,6449701.728968925
2250,1371788.0076652097
2254,5931797.386760629
2255,5645078.480525219
2262,5832394.197174966
2264,6344093.516890361
2268,6963433.099912158
2269,7396906.955311976
2281,2255117.6600252083
2284,7629320.519591927
2288,4308045.9271408385
2296,5678766.423167732
2299,7258186.881206218
2300,6511209.945721204
2302,7302013.083018678
2305,8376901.559678427
2310,4993433.897015285
2325,5943416.895873796
2327,4503072.502753348
2332,6599853.670767882
2333,4532108.549206511
2343,6256693.037174203
2347,8209478.564370495
2350,4269213.877337314
2356,6536183.32114437
2359,9720272.11309707
2365,4330950.711094625
2370,4257625.189362587
2372,7282709.887493683
2375,4971904.025192645
2382,5979714.465339576
2383,7949602.920920485
2386,4109391.381035067
2390,6456565.854479082
2398,3226025.924473243
2403,6501942.578636713
2406,5410743.531351985
2411,4994347.653711368
2418,3100974.610137358
2419,6129786.338103633
2422,6454466.42990949
2429,4719092.431141091
2430,6200143.829750373
2431,6287902.811695672
2434,5395387.14191215
2439,5882703.214594956
2443,6066828.818069864
2445,9884626.21884105
2449,7248719.686041285
2452,4320880.862468351
2456,5880277.884700789
2459,8780101.129329493
2465,5435918.111294354
2476,4301586.76054134
2485,5642027.765876937
2488,3122552.0963278916
2490,7051245.609790432
2491,6972494.3957314165
2492,5387018.064171092
2501,2120293.116162233
2503,6476125.770218842
2506,5779815.055167695
2508,5461316.175143493
2510,3244429.588102866
2513,7051795.557964602
2520,5572150.027188334
2521,4556690.491655695
2525,6407993.751943183
2526,1153395.7378183766
2529,4980160.097057492
2530,3894079.658409736
2535,1822915.462092169
2536,3956282.0043864255
2540,292136.88374151936
2543,1982402.8479048628
2547,4768311.324993712
2549,826946.5952018702
2558,4172375.014871334
2559,3721386.9827114455
2562,5121587.583136209
2568,771190.2475269244
2570,3884766.444757703
2571,3682004.239526341
2573,1693053.9767918743
2575,3879323.210499947
2576,3310617.9495614693
2577,3304500.8545383923
2578,3123138.233266615
2581,4876253.369201783
2582,4157050.9324342455
2583,5265327.934220505
2584,3853680.394993208
2586,836833.4534412927
2587,4141967.125566763
2595,2703843.823457191
2600,4332572.788710822
2603,4157050.9324342455
2604,4509612.008896727
2605,3129903.6017398266
2606,4577769.210252708
2610,5102860.7005309835
2613,4395285.973236494
2630,4653606.402551967
2631,882380.0714999507
2632,5161915.969191955
2652,4748731.804571365
2659,3329646.687310592
2662,5285220.418061566
2665,1559849.1573312574
2667,4673730.335928254
2668,5518149.97869621
2672,3431836.352067307
2674,2950824.510352401
2675,3129903.6017398266
2676,4273859.986642164
2678,3948429.9539801073
2685,4231714.455015249
2689,2422965.7016850593
2691,2686987.8114947923
2694,4891671.495707839
2695,1724733.7907103614
2697,3445235.370838889
2699,4336164.866109134
2700,3129232.9283459634
2701,2675257.41200034
2705,3947318.018191713
2716,2748363.0110288393
2718,3271607.312821537
2721,3277262.8894443745
2733,4619413.015447384
2737,1666063.298950624
2739,5451570.027899775
2748,4317409.478241384
2749,3751850.551458643
2752,3841391.6000913633
2753,2657216.097674807
2755,796992.9804149894
2765,2328000.9430182725
2766,3129903.6017398266
2774,3936997.501390943
2775,3884766.444757703
2776,4577315.937829042
2777,2328000.9430182725
2779,3217388.2784038424
2785,5518660.373885758
2786,6587865.987910053
2796,4742286.121964596
2797,2674891.041946451
2805,4899606.918260275
2807,4730054.541491544
2809,6826309.606048785
2810,3136317.558655665
2816,3344891.577502625
2817,4133788.546178463
2819,4844345.464888755
2827,4035887.197058266
2833,3611521.982657287
2835,5216835.6404388845
2837,3624739.7210243847
2841,4937287.231018176
2842,4943705.025145489
2843,4936886.6219113255
2851,2911437.6052677906
2854,6135489.812278458
2860,3256470.652173608
2863,2452356.8469380215
2869,3912512.5251320014
2874,1557293.2800487005
2876,1355106.687853523
2877,4202145.14603613
2878,3882709.392959774
2882,5591485.409469791
2887,3248566.1551805227
2889,4023390.9032033943
2890,3574037.4622817896
2903,4518951.571355399
2906,2178335.2710064733
2910,5163180.841233915
2912,5203281.395424089
2913,3075625.6423789808
2918,4358366.013872662
2921,3317748.5281220987
2922,5153146.234887108
2925,6828091.421676814
2927,3774272.5582865323
2930,3615799.914529548
2936,2945967.1328634103
2937,2150186.1909415466
2943,4331450.496694775
2946,508720.2780839219
2947,3134143.804890354
2949,822359.3013986466
2952,3578856.7731525567
2953,2701620.7077524867
2955,3848926.3305317773
2957,3202370.7621614663
2960,3935840.561690097
2962,2511596.877147833
2963,3882356.8989155595
2969,5216945.3081088085
2977,3123138.233266615
2979,3867900.620523669
2980,5219031.991722395
2992,5333492.319626705
2994,5136526.702862551
3002,4075379.1498678373
3008,6184688.606785191
3009,1543773.9584696947
3011,3262616.085839759
3016,4874906.830610017
3022,4499649.528072248
3023,3942175.407307595
3031,3894079.658409736
3035,3611987.1979610263
3039,4324387.705405833
3045,8586953.367877848
3048,3851593.6233422277
3052,2944149.136441178
3055,5089195.84621545
3056,4729346.698761324
3058,1764594.8711660446
3068,5110873.512193314
3069,5326686.113373492
3070,6209242.527466409
3072,4743117.97454894
3073,4645946.832298812
3074,5253327.990761141
3075,4314085.216525799
3077,5220366.168769841
3080,3614827.1017187135
3091,5839854.38224601
3102,3321648.546376448
3106,3329575.299494854
3116,3756970.8616483933
3123,2573549.7413812485
3124,3704523.6983551523
3126,3892794.8800972165
3130,3404972.6759355403
3137,1579555.9934311328
3139,2052830.9734551157
3146,4557458.736169596
3147,4081140.7834857376
3152,3589102.8868576526
3160,3254687.086786613
3166,2891044.4822501247
3168,3451988.6826875415
3170,3382939.971834877
3172,4130123.827693065
3173,5199751.000701936
3176,929191.7266366018
3177,1954051.145112956
3197,3348739.843842326
3200,4208143.676088649
3201,4111168.0649860953
3204,3796421.87406497
3206,4309676.850305148
3210,3221368.141325435
3219,2583380.461320041
3220,2518177.1734138355
3229,2566512.7367662275
3232,4762496.578856143
3235,3022708.84311628
3236,2689393.703578006
3239,2234294.591998547
3240,692169.8032308652
3249,3178209.7511963467
3257,3863752.3510998213
3260,5042611.3513164865
3262,4165897.3926198315
3264,2055232.393453565
3267,3184168.212204963
3268,2579772.4376993906
3272,3597240.579770114
3278,4239008.267431382
3286,3098824.084728337
3290,2036439.805635516
3291,2519565.0484707374
3292,4185556.542607542
3293,3309691.5718604214
3296,2309524.5271547763
3305,3187733.951198077
3308,3010988.4766082363
3309,2895914.9649319537
3315,2600012.1056773034
3319,2789907.815580095
3320,3013535.0857629967
3326,4305652.489043477
3330,4204296.165979909
3333,2954611.4517093957
3334,4699916.430595003
3337,3962159.319438113
3341,3197232.0207981053
3342,3525784.3340925938
3343,2926882.2244413733
3345,3678324.3307102467
3346,3370814.6313605467
3347,706032.9641849325
3355,3334025.4288622513
3358,2299600.6935331286
3359,2806861.0863685734
3361,5053003.795896105
3362,4388115.719211421
3364,909207.2745163722
3365,2408126.968748159
3367,2990320.050529201
3369,3797275.41552142
3374,3979180.794878457
3386,2749760.6620742194
3389,1790416.4564152167
3390,3187733.951198077
3395,3235134.92834586
3403,3857353.5207815147
3410,2881056.4284032052
3411,3643241.591372185
3413,2357135.9261122523
3417,3727882.23258803
3419,4082891.6387479547
3425,1788070.2506700992
3426,1780717.432876854
3429,759454.2659921767
3433,2888418.7736042193
3436,4235359.264577831
3445,1785885.0280562714
3447,3365861.238189562
3448,4170273.616345009
3454,2996108.3866849686
3461,3025490.692469728
3468,4008473.147869463
3470,2583380.461320041
3475,2357135.9261122523
3482,3199763.7484868383
3484,3075331.4390696962
3491,5824156.801878266
3492,627762.3014902644
3496,2277248.5815779874
3500,3361733.38498665
3514,435946.05876068305
3524,3831770.221386499
3526,3908594.5477342787
3527,4215740.4526204495
3528,3022700.169586049
3532,4341977.369995355
3534,3952245.5875752987
3535,3386998.6639265423
3539,4064373.284117046
3540,2974999.848236343
3555,3336230.031903273
3563,2222976.8893292258
3569,2160812.8155739983
3572,4046118.4026479204
3575,3678324.3307102467
3584,3081268.962021607
3588,3788390.6533566313
3597,4132361.356686296
3598,3220065.4520312278
3601,2522114.226253333
3612,3887402.2993094786
3614,2779938.6359298616
3615,1843863.0778220778
3618,3982256.327321197
3625,2634661.2257485534
3655,1357253.65228468
3661,2340418.5390152372
3665,3856825.741241326
3666,909207.2745163722
3675,3348739.843842326
3683,5504595.972496406
3685,2052989.42994685
3688,3550008.3022139827
3690,4893805.881762818
3697,3010569.2661097217
3710,1092128.7568563027
3716,3038198.1035247957
3727,3190173.1335182507
3738,2569779.1144134128
3745,2096687.5300542891
3749,4714419.907094637
3754,4544357.637534055
3776,2786019.0870352252
3778,5429082.282168309
3784,3586038.0509474752
3786,2522114.226253333
3788,2237546.0106648626
3791,3667674.5022553517
3803,3571590.6424788996
3809,4423470.976705232
3811,2595589.659200081
3817,2912430.9918859447
3820,3568427.907843379
3824,3159012.940557705
3826,2311825.2579755476
3829,587903.9257101001
3831,3357360.144064421
3832,3224697.001702203
3836,1550479.338166625
3845,3058008.15865694
3846,2464444.2328095343
3848,2773550.0645757765
3849,2328067.138326581
3857,1807089.5425565613
3859,2277964.6921091736
3861,2750319.2917663553
3867,3240060.0569352764
3876,2275614.2231271914
3877,2278183.0859984932
3878,688295.4378550687
3883,1820109.4674047702
3885,2449852.7891461877
3889,1902469.720773588
3890,2275196.990031758
3891,2863325.894156691
3913,2275742.2918531043
3920,3868803.2028578203
3922,1533149.6354184356
3930,2277744.6809636345
3931,3248892.1923018508
3934,4309030.69244795
3941,2850368.4284685245
3942,689107.0487871888
3945,2282161.9418161106
3950,189676.26741209324
3951,1068154.5534019796
3959,356320.55855353957
3960,907090.5446795092
3962,1416558.6810168496
3972,4324542.749940549
3982,1822462.7684203803
3984,2767786.2951799487
3986,1864759.5569701842
3988,3037123.678100769
3989,3368494.9721692926
3990,2644863.250076061
3991,2322748.1047150344
3995,1733846.2875778282
3997,2183065.04130162
4000,2642124.654598744
4002,2120488.8872251064
4007,1826367.547827404
4010,2444046.0683321087
4012,3174456.7637053085
4013,1664583.5617365325
4019,2232056.401808328
4028,162656.4951185901
