id,target
0,1
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,1
9,0
10,1
11,0
12,0
13,1
14,1
15,1
16,0
17,1
18,0
19,0
20,0
21,0
22,0
23,1
24,1
25,0
26,0
27,1
28,1
29,1
30,0
31,1
32,0
33,1
34,0
35,0
36,0
37,1
38,0
39,0
40,0
41,0
42,1
43,0
44,1
45,1
46,1
47,0
48,0
49,0
50,0
51,0
52,1
53,0
54,0
55,1
56,1
57,1
58,0
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,0
67,0
68,0
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,1
77,0
78,0
79,0
80,1
81,0
82,1
83,0
84,0
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,0
94,0
95,1
96,0
97,0
98,0
99,0
100,1
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,1
109,1
110,1
111,1
112,0
113,0
114,0
115,1
116,0
117,0
118,0
119,1
120,0
121,0
122,0
123,0
124,1
125,1
126,1
127,1
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,1
136,1
137,1
138,0
139,0
140,1
141,1
142,1
143,0
144,1
145,0
146,0
147,1
148,1
149,1
150,0
151,0
152,1
153,1
154,1
155,0
156,1
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,0
175,1
176,1
177,1
178,1
179,0
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,1
188,0
189,0
190,1
191,1
192,0
193,0
194,0
195,0
196,0
197,0
198,1
199,0
200,0
201,1
202,1
203,0
204,0
205,1
206,0
207,0
208,0
209,0
210,1
211,0
212,1
213,1
214,1
215,1
216,0
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,0
225,1
226,0
227,0
228,0
229,1
230,1
231,0
232,1
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,0
241,1
242,0
243,0
244,0
245,1
246,0
247,1
248,0
249,1
250,1
251,0
252,1
253,0
254,1
255,1
256,1
257,1
258,1
259,0
260,1
261,1
262,1
263,1
264,1
265,0
266,1
267,1
268,1
269,0
270,1
271,1
272,0
273,1
274,1
275,0
276,0
277,0
278,0
279,1
280,0
281,0
282,1
283,1
284,1
285,0
286,0
287,0
288,0
289,0
290,1
291,1
292,1
293,0
294,1
295,1
296,1
297,1
298,1
299,1
300,0
301,1
302,0
303,1
304,0
305,0
306,0
307,0
308,1
309,0
310,1
311,0
312,1
313,1
314,0
315,0
316,0
317,1
318,0
319,0
320,0
321,0
322,0
323,1
324,0
325,0
326,1
327,1
328,1
329,1
330,0
331,1
332,0
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,1
341,0
342,1
343,0
344,1
345,0
346,0
347,1
348,0
349,0
350,0
351,1
352,0
353,1
354,0
355,0
356,0
357,1
358,0
359,0
360,1
361,0
362,1
363,1
364,1
365,1
366,0
367,0
368,1
369,0
370,1
371,1
372,1
373,0
374,1
375,0
376,0
377,1
378,0
379,0
380,0
381,0
382,0
383,1
384,1
385,1
386,1
387,1
388,1
389,1
390,1
391,1
392,1
393,0
394,1
395,1
396,1
397,1
398,1
399,1
400,1
401,1
402,1
403,1
404,0
405,1
406,0
407,1
408,1
409,1
410,0
411,0
412,0
413,1
414,0
415,0
416,0
417,0
418,1
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,1
427,1
428,1
429,1
430,0
431,1
432,0
433,0
434,1
435,0
436,0
437,0
438,0
439,1
440,0
441,0
442,1
443,0
444,1
445,0
446,0
447,1
448,1
449,0
450,1
451,0
452,1
453,1
454,0
455,0
456,0
457,1
458,1
459,0
460,0
461,1
462,0
463,0
464,0
465,1
466,1
467,0
468,1
469,1
470,0
471,0
472,1
473,1
474,0
475,1
476,0
477,1
478,0
479,1
480,1
481,0
482,0
483,0
484,1
485,0
486,0
487,1
488,1
489,0
490,1
491,0
492,1
493,0
494,0
495,0
496,1
497,1
498,1
499,1
500,0
501,1
502,1
503,1
504,0
505,0
506,1
507,0
508,0
509,0
510,0
511,0
512,1
513,0
514,0
515,1
516,1
517,1
518,1
519,0
520,0
521,1
522,0
523,1
524,0
525,0
526,1
527,1
528,1
529,0
530,1
531,1
532,1
533,1
534,0
535,0
536,1
537,0
538,0
539,1
540,0
541,1
542,1
543,1
544,0
545,0
546,1
547,0
548,1
549,0
550,1
551,1
552,0
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,1
568,0
569,0
570,1
571,0
572,0
573,1
574,0
575,1
576,0
577,1
578,0
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,1
589,0
590,1
591,1
592,1
593,0
594,1
595,0
596,0
597,0
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,0
606,0
607,0
608,1
609,0
610,1
611,1
612,0
613,0
614,0
615,0
616,0
617,1
618,1
619,1
620,0
621,0
622,1
623,0
624,1
625,0
626,0
627,1
628,1
629,0
630,1
631,0
632,1
633,0
634,1
635,0
636,0
637,1
638,1
639,1
640,0
641,0
642,1
643,0
644,1
645,0
646,1
647,0
648,1
649,1
650,1
651,0
652,1
653,0
654,0
655,1
656,1
657,0
658,1
659,1
660,0
661,1
662,1
663,1
664,1
665,1
666,1
667,0
668,0
669,1
670,0
671,1
672,0
673,0
674,1
675,0
676,0
677,1
678,0
679,0
680,1
681,0
682,1
683,0
684,1
685,1
686,0
687,0
688,1
689,0
690,0
691,1
692,0
693,0
694,1
695,1
696,1
697,0
698,1
699,0
700,1
701,1
702,1
703,1
704,0
705,0
706,0
707,1
708,1
709,1
710,0
711,1
712,0
713,0
714,0
715,1
716,0
717,0
718,0
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,0
727,1
728,0
729,1
730,1
731,1
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,0
746,1
747,1
748,1
749,1
750,0
751,0
752,1
753,0
754,0
755,0
756,1
757,1
758,0
759,0
760,1
761,1
762,0
763,1
764,1
765,1
766,1
767,0
768,0
769,1
770,0
771,1
772,0
773,0
774,1
775,0
776,0
777,0
778,0
779,0
780,0
781,0
782,0
783,1
784,0
785,0
786,0
787,0
788,1
789,0
790,0
791,1
792,1
793,1
794,1
795,0
796,1
797,1
798,1
799,1
800,0
801,0
802,0
803,1
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,1
812,0
813,0
814,0
815,0
816,0
817,1
818,0
819,1
820,1
821,0
822,1
823,1
824,0
825,1
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,0
834,0
835,1
836,0
837,1
838,1
839,0
840,1
841,1
842,0
843,1
844,0
845,1
846,1
847,1
848,1
849,1
850,1
851,0
852,1
853,1
854,1
855,0
856,0
857,1
858,1
859,0
860,1
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,1
869,1
870,0
871,0
872,0
873,1
874,1
875,1
876,0
877,1
878,1
879,0
880,1
881,1
882,1
883,0
884,1
885,0
886,0
887,1
888,1
889,1
890,1
891,1
892,1
893,1
894,1
895,1
896,1
897,0
898,1
899,0
900,0
901,0
902,0
903,0
904,1
905,1
906,1
907,0
908,0
909,1
910,1
911,0
912,0
913,1
914,1
915,1
916,1
917,1
918,1
919,0
920,0
921,1
922,0
923,1
924,1
925,1
926,1
927,0
928,1
929,1
930,1
931,1
932,1
933,1
934,0
935,1
936,0
937,0
938,1
939,1
940,1
941,1
942,0
943,0
944,1
945,1
946,0
947,1
948,1
949,1
950,0
951,1
952,1
953,0
954,0
955,0
956,1
957,1
958,0
959,1
960,1
961,1
962,1
963,0
964,0
965,0
966,0
967,0
968,1
969,1
970,1
971,1
972,1
973,1
974,0
975,0
976,0
977,1
978,1
979,1
980,0
981,1
982,1
983,0
984,0
985,1
986,0
987,0
988,1
989,0
990,0
991,1
992,1
993,0
994,1
995,1
996,0
997,0
998,1
999,0
1000,1
1001,0
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,0
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,1
1018,0
1019,0
1020,0
1021,0
1022,0
1023,0
1024,1
1025,0
1026,1
1027,1
1028,1
1029,1
1030,1
1031,0
1032,0
1033,1
1034,1
1035,1
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,0
1043,1
1044,0
1045,1
1046,1
1047,0
1048,1
1049,0
1050,1
1051,0
1052,1
1053,0
1054,1
1055,0
1056,1
1057,1
1058,0
1059,1
1060,0
1061,0
1062,1
1063,0
1064,0
1065,0
1066,0
1067,0
1068,1
1069,0
1070,1
1071,1
1072,0
1073,1
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,0
1087,0
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,0
1095,1
1096,1
1097,1
1098,0
1099,1
1100,0
1101,1
1102,0
1103,1
1104,1
1105,1
1106,1
1107,0
1108,0
1109,0
1110,1
1111,0
1112,0
1113,0
1114,0
1115,1
1116,0
1117,1
1118,0
1119,0
1120,0
1121,1
1122,0
1123,0
1124,1
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,1
1132,0
1133,1
1134,1
1135,1
1136,0
1137,1
1138,0
1139,0
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,1
1151,0
1152,0
1153,0
1154,1
1155,0
1156,0
1157,1
1158,0
1159,0
1160,0
1161,0
1162,0
1163,0
1164,1
1165,0
1166,0
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,0
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,1
1182,0
1183,0
1184,0
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,0
1197,1
1198,1
1199,0
1200,0
1201,0
1202,0
1203,0
1204,0
1205,1
1206,1
1207,1
1208,0
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,1
1217,0
1218,0
1219,1
1220,0
1221,0
1222,0
1223,0
1224,0
1225,0
1226,0
1227,0
1228,0
1229,1
1230,1
